Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020,18,2160,MIN,Minnesota Timberwolves,Jaylen Nowell,"July 9, 1999",20.0,NBA,SG,15,151,10.5,0.47,0.49,0.32,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.05,-2.9,-0.8,-3.8,-0.1
2021,18,2160,MIN,Minnesota Timberwolves,Jaylen Nowell,"July 9, 1999",21.0,NBA,SG,10,171,17.9,0.61,0.42,0.21,4.2,8.5,6.2,8.1,1.1,1.0,7.8,25.3,0.3,0.1,0.3,0.1,1.5,-1.9,-0.4,0.1
