Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,21,3125,SEA,Seattle Supersonics,26.0,NBA,PF,3.0,0.0,7.0,0.0,15.4,0.0,0.0,0.0,,0.0,15.4,0.0,10.3,10.3,1.0,5.1,0.0,5.1,0.0,0.0,5.1,5.1,0.0,10.3
2002,3,3125,NJN,New Jersey Nets,30.0,NBA,PF,20.0,0.0,416.0,4.0,8.3,0.48,0.0,0.1,0.0,4.0,8.2,0.48,3.3,4.0,0.83,2.1,4.0,6.1,1.4,0.7,1.4,2.0,6.8,11.3
2003,3,3125,NJN,New Jersey Nets,31.0,NBA,C,19.0,0.0,340.0,5.3,11.2,0.47,0.0,0.0,,5.3,11.2,0.47,2.4,3.3,0.74,3.5,5.7,9.2,1.9,0.6,1.8,1.4,5.7,13.0
2004,3,3125,NJN,New Jersey Nets,32.0,NBA,C,11.0,0.0,149.0,4.3,8.0,0.55,0.0,0.0,,4.3,8.0,0.55,1.4,2.4,0.6,1.7,3.6,5.3,1.0,0.0,1.7,3.6,9.9,10.1
