Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1983,21,SEA,Seattle Supersonics,Gus Williams,29,80,2761,20.5,0.52,0.03,0.27,2.9,4.9,4.0,34.8,3.1,0.5,12.9,25.8,5.2,3.3,8.5,0.15,3.6,0.6,4.2,4.3
1983,21,SEA,Seattle Supersonics,Lonnie Shelton,27,82,2572,12.7,0.51,0.01,0.2,6.9,13.4,10.3,12.5,1.4,1.5,14.7,18.2,1.6,3.2,4.8,0.09,-1.1,0.5,-0.5,1.0
1983,21,SEA,Seattle Supersonics,Jack Sikma,27,75,2564,19.6,0.55,0.01,0.46,9.3,25.7,17.8,12.6,1.6,1.3,13.2,22.5,5.2,4.6,9.8,0.18,1.6,0.9,2.5,2.9
1983,21,SEA,Seattle Supersonics,David Thompson,28,75,2155,16.1,0.55,0.01,0.41,5.0,8.2,6.7,14.7,1.0,0.8,13.0,23.3,3.6,1.8,5.4,0.12,1.2,-0.8,0.3,1.3
1983,21,SEA,Seattle Supersonics,Danny Vranes,24,82,2054,10.6,0.54,0.0,0.49,9.6,12.3,11.0,7.3,1.2,1.3,16.4,12.1,1.9,2.3,4.2,0.1,-1.3,0.5,-0.7,0.7
1983,21,SEA,Seattle Supersonics,James Donaldson,25,82,1789,15.6,0.62,0.0,0.44,8.2,21.1,14.9,7.3,0.5,3.0,18.2,16.2,2.5,2.6,5.1,0.14,0.0,0.8,0.9,1.3
1983,21,SEA,Seattle Supersonics,Greg Kelser,25,80,1507,14.7,0.59,0.01,0.57,11.7,16.6,14.3,8.6,1.6,1.2,20.9,18.9,1.7,2.1,3.9,0.12,-1.1,0.4,-0.8,0.5
1983,21,SEA,Seattle Supersonics,Fred Brown,34,80,1432,17.7,0.55,0.04,0.1,2.5,4.6,3.6,26.0,1.9,0.5,12.9,23.9,2.3,1.3,3.6,0.12,2.0,-0.4,1.6,1.3
1983,21,SEA,Seattle Supersonics,Phil Smith,30,79,1238,11.7,0.5,0.02,0.33,2.4,8.5,5.6,22.8,1.7,0.3,18.2,18.1,0.4,1.2,1.7,0.06,-1.7,0.0,-1.7,0.1
1983,21,SEA,Seattle Supersonics,Ray Tolbert,24,45,712,9.7,0.54,0.01,0.23,7.2,15.0,11.3,5.7,1.0,1.8,19.6,14.6,0.0,0.9,0.9,0.06,-2.9,0.4,-2.5,-0.1
1983,21,SEA,Seattle Supersonics,Steve Hawes,32,31,556,9.7,0.53,0.05,0.22,5.6,19.3,12.7,8.3,0.8,0.6,17.5,14.0,0.2,0.7,0.9,0.08,-2.8,0.3,-2.5,-0.1
1983,21,SEA,Seattle Supersonics,Mark Radford,23,54,439,12.1,0.5,0.1,0.42,3.1,8.1,5.7,33.1,3.6,0.5,26.6,25.4,-0.7,0.7,0.0,-0.0,-3.0,0.6,-2.4,0.0
1983,21,SEA,Seattle Supersonics,John Greig,21,9,26,19.9,0.61,0.0,0.46,8.6,15.7,12.3,0.0,0.0,2.0,11.3,27.2,0.1,0.0,0.1,0.18,-3.6,-0.2,-3.8,0.0
