Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",23.0,NBA,C,57.0,8.0,8.3,1.2,3.1,0.38,0.0,0.0,,1.2,3.1,0.38,0.38,0.6,0.8,0.7,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9
1985,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",24.0,NBA,C,78.0,0.0,13.9,2.1,4.1,0.51,0.0,0.0,,2.1,4.1,0.51,0.51,1.1,1.6,0.7,1.2,2.1,3.3,0.5,0.3,1.1,0.8,2.3,5.3
1986,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",25.0,NBA,C,82.0,63.0,21.9,3.3,7.0,0.48,0.0,0.0,0.0,3.3,6.9,0.48,0.48,1.7,2.4,0.71,1.9,3.6,5.6,1.4,0.6,1.4,1.5,2.6,8.4
1987,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",26.0,NBA,C,76.0,10.0,19.3,3.2,6.5,0.48,0.0,0.0,,3.2,6.5,0.48,0.48,1.6,2.7,0.58,1.7,2.9,4.6,0.6,0.7,0.8,1.3,3.0,7.9
1988,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",27.0,NBA,C,81.0,73.0,27.9,4.8,9.7,0.5,0.0,0.0,,4.8,9.7,0.5,0.5,2.3,3.5,0.66,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12.0
1989,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",28.0,NBA,C,48.0,4.0,10.7,1.8,3.7,0.48,0.0,0.0,,1.8,3.7,0.48,0.48,0.6,1.1,0.55,1.1,1.8,2.8,0.5,0.2,0.8,0.6,1.2,4.2
1990,31,341,TOT,Total After Trade,Randy Breuer,"October 11, 1960",29.0,NBA,C,81.0,55.0,23.2,3.7,8.6,0.43,0.0,0.0,0.0,3.7,8.6,0.43,0.43,1.6,2.4,0.65,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9
1990,17,341,MIL,Milwaukee Bucks,Randy Breuer,"October 11, 1960",29.0,NBA,C,30.0,8.0,18.5,2.9,6.2,0.46,0.0,0.0,,2.9,6.2,0.46,0.46,1.1,1.7,0.63,1.4,2.8,4.2,0.4,0.3,1.1,0.9,2.1,6.8
1990,18,341,MIN,Minnesota Timberwolves,Randy Breuer,"October 11, 1960",29.0,NBA,C,51.0,47.0,26.0,4.2,10.0,0.42,0.0,0.0,0.0,4.2,10.0,0.42,0.42,1.8,2.8,0.66,2.2,3.5,5.7,1.6,0.6,1.5,1.3,2.6,10.2
1991,18,341,MIN,Minnesota Timberwolves,Randy Breuer,"October 11, 1960",30.0,NBA,C,73.0,44.0,20.6,2.7,6.0,0.45,0.0,0.0,,2.7,6.0,0.45,0.45,0.5,1.1,0.44,1.6,3.2,4.7,1.0,0.5,1.1,0.9,1.8,5.9
1992,18,341,MIN,Minnesota Timberwolves,Randy Breuer,"October 11, 1960",31.0,NBA,C,67.0,25.0,17.6,2.4,5.1,0.47,0.0,0.0,0.0,2.4,5.1,0.47,0.47,0.6,1.1,0.53,1.5,2.7,4.2,1.3,0.4,1.5,0.6,1.7,5.4
1993,1,341,ATL,Atlanta Hawks,Randy Breuer,"October 11, 1960",32.0,NBA,C,12.0,0.0,8.9,1.3,2.6,0.48,0.0,0.0,,1.3,2.6,0.48,0.48,0.2,0.4,0.4,0.8,1.5,2.3,0.5,0.2,0.3,0.4,1.0,2.7
1994,26,341,SAC,Sacramento Kings,Randy Breuer,"October 11, 1960",33.0,NBA,C,26.0,3.0,9.5,0.3,1.0,0.31,0.0,0.0,0.0,0.3,1.0,0.32,0.31,0.1,0.5,0.21,0.6,1.6,2.2,0.3,0.2,0.7,0.3,1.2,0.7
