Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020,27,2544,SAS,San Antonio Spurs,Luka Samanic,"January 9, 2000",20.0,NBA,PF,3,48,8.8,0.45,0.5,0.25,2.2,20.2,11.2,16.3,0.0,3.7,10.1,17.8,0.0,0.0,0.0,0.01,-2.4,-1.7,-4.1,0.0
2021,27,2544,SAS,San Antonio Spurs,Luka Samanic,"January 9, 2000",21.0,NBA,PF,4,11,10.1,0.51,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,-0.0,2.9,-5.9,-3.0,0.0
