Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2013,4,1610,CHA,Charlotte Bobcats,Michael Kidd-Gilchrist,1993-09-26,19.0,NBA,SF,78.0,77.0,2025.0,7.3,15.9,0.46,0.1,0.2,0.22,7.2,15.7,0.46,3.6,4.8,0.75,3.4,8.4,11.8,3.0,1.4,1.8,2.6,4.3,18.2,102.0,110.0
2014,4,1610,CHA,Charlotte Bobcats,Michael Kidd-Gilchrist,1993-09-26,20.0,NBA,SF,62.0,62.0,1502.0,5.8,12.2,0.47,0.0,0.3,0.11,5.7,11.9,0.48,3.9,6.4,0.61,3.8,7.4,11.2,1.8,1.5,1.3,2.1,5.0,15.5,104.0,103.0
2015,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,21.0,NBA,SF,55.0,52.0,1587.0,7.3,15.7,0.46,0.0,0.0,,7.3,15.7,0.46,4.9,7.0,0.7,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,106.0,103.0
2016,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,22.0,NBA,SF,7.0,7.0,205.0,8.1,14.9,0.54,0.7,1.7,0.43,7.3,13.2,0.56,4.9,7.1,0.69,2.9,8.1,11.0,2.2,0.7,0.7,2.0,2.2,21.8,118.0,106.0
2017,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,23.0,NBA,SF,81.0,81.0,2349.0,6.3,13.2,0.48,0.0,0.2,0.11,6.3,13.0,0.48,3.2,4.1,0.78,3.3,8.7,12.1,2.4,1.7,1.6,1.2,4.0,15.9,113.0,106.0
2018,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,24.0,NBA,SF,74.0,74.0,1850.0,7.4,14.8,0.5,0.0,0.1,0.0,7.4,14.7,0.5,3.1,4.5,0.68,2.2,5.7,8.0,1.9,1.3,0.8,1.4,3.8,18.0,110.0,110.0
2019,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,25.0,NBA,PF,64.0,3.0,1179.0,6.5,13.7,0.48,0.7,1.9,0.34,5.9,11.8,0.5,3.9,5.1,0.77,3.6,6.5,10.1,2.5,1.3,1.6,1.8,6.4,17.6,115.0,112.0
2020,31,1610,TOT,Total After Trade,Michael Kidd-Gilchrist,1993-09-26,26.0,NBA,PF,25.0,0.0,281.0,3.9,11.6,0.33,0.9,3.5,0.25,3.0,8.1,0.37,1.9,2.5,0.79,2.5,9.3,11.8,2.5,0.4,1.1,2.8,6.5,10.5,85.0,113.0
2020,4,1610,CHO,Charlotte Hornets,Michael Kidd-Gilchrist,1993-09-26,26.0,NBA,PF,12.0,0.0,160.0,5.6,16.6,0.34,1.6,5.3,0.29,4.1,11.3,0.36,2.2,2.8,0.78,2.8,8.1,11.0,3.1,0.0,0.9,2.2,5.6,15.0,91.0,115.0
2020,7,1610,DAL,Dallas Mavericks,Michael Kidd-Gilchrist,1993-09-26,26.0,NBA,PF,13.0,0.0,121.0,1.6,5.2,0.31,0.0,1.2,0.0,1.6,4.0,0.4,1.6,2.0,0.8,2.0,10.8,12.8,1.6,0.8,1.2,3.6,7.6,4.8,71.0,110.0
