PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shaquille O'Neal,27,23,23,1000,15.2,26.9,0.5660000000000001,0.0,0.0,,15.2,26.9,0.5660000000000001,7.2,15.7,0.456,6.3,12.6,18.9,3.8,0.7,2.9,3.0,3.6,37.6,,114,104
Kobe Bryant,21,22,22,857,10.8,24.5,0.442,1.4,4.0,0.344,9.4,20.5,0.461,5.9,7.8,0.754,1.6,4.5,6.1,6.0,2.0,2.0,3.4,5.5,28.9,,107,107
Glen Rice,32,23,23,766,6.5,15.8,0.408,1.9,4.7,0.418,4.5,11.2,0.40399999999999997,4.9,6.2,0.7979999999999999,0.7,5.7,6.4,3.3,1.0,0.3,2.5,3.5,19.8,,107,111
Ron Harper,36,23,23,643,6.5,15.0,0.431,0.7,3.2,0.231,5.7,11.7,0.486,2.7,3.9,0.7020000000000001,2.5,4.5,7.0,6.0,1.9,1.1,2.3,5.2,16.4,,107,109
Robert Horry,29,23,0,618,5.1,12.5,0.40700000000000003,1.5,5.1,0.28800000000000003,3.6,7.4,0.488,3.4,4.9,0.7020000000000001,3.3,7.3,10.6,5.0,1.7,1.6,2.6,7.6,15.1,,109,106
A.C. Green,36,23,23,429,4.6,11.2,0.41100000000000003,0.0,0.0,,4.6,11.2,0.41100000000000003,2.0,2.9,0.696,5.3,6.6,11.9,1.6,1.7,0.4,1.1,5.5,11.2,,109,108
Brian Shaw,33,22,1,408,5.9,13.9,0.42100000000000004,2.1,6.3,0.33299999999999996,3.8,7.7,0.49200000000000005,1.7,2.1,0.813,0.9,5.7,6.6,8.7,1.4,0.5,2.2,6.0,15.5,,114,109
Rick Fox,30,23,0,331,5.3,11.7,0.452,2.9,6.3,0.462,2.4,5.5,0.441,2.6,3.4,0.762,1.8,4.3,6.1,4.5,1.4,0.0,2.6,10.9,16.1,,116,111
Derek Fisher,25,21,0,322,5.6,13.0,0.43,2.0,4.8,0.414,3.6,8.3,0.44,3.1,4.1,0.76,0.7,3.0,3.6,6.8,1.8,0.2,1.5,5.0,16.4,,120,111
John Salley,35,18,0,78,3.4,8.9,0.385,0.0,0.0,,3.4,8.9,0.385,4.8,6.8,0.7,6.1,8.9,15.0,2.7,0.7,4.1,2.7,10.9,11.6,,107,105
Travis Knight,25,14,0,48,8.9,16.6,0.5329999999999999,0.0,0.0,,8.9,16.6,0.5329999999999999,2.2,6.6,0.33299999999999996,3.3,2.2,5.5,0.0,1.1,3.3,6.6,17.7,19.9,,78,109
Devean George,22,9,0,45,8.3,22.5,0.368,2.4,11.8,0.2,5.9,10.6,0.556,7.1,13.0,0.545,4.7,7.1,11.8,2.4,1.2,0.0,3.5,5.9,26.0,,97,110
