PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Garnett,23,4,4,171,10.2,26.6,0.385,0.7,1.0,0.667,9.5,25.5,0.373,4.4,5.4,0.813,4.4,10.2,14.6,11.9,1.7,1.0,3.7,4.1,25.5,,101.0,103
Terrell Brandon,29,4,4,162,11.5,22.6,0.508,1.4,4.0,0.364,10.1,18.7,0.5379999999999999,3.6,4.0,0.909,1.4,6.8,8.3,12.2,1.1,0.0,2.9,4.0,28.0,,119.0,108
Rasho Nesterović,23,4,4,126,5.1,11.5,0.44,0.0,0.0,,5.1,11.5,0.44,1.4,2.8,0.5,2.3,3.7,6.0,2.8,1.4,3.2,1.8,9.2,11.5,,94.0,106
Malik Sealy,29,4,4,122,9.1,19.6,0.46299999999999997,0.5,1.4,0.33299999999999996,8.6,18.1,0.474,5.2,7.6,0.688,2.4,6.2,8.6,2.4,1.0,0.0,3.8,4.8,23.9,,97.0,109
Wally Szczerbiak,22,4,4,94,7.4,18.6,0.4,0.0,1.9,0.0,7.4,16.7,0.444,0.0,0.0,,1.2,3.7,5.0,1.2,1.9,0.6,0.6,4.3,14.9,,87.0,108
Anthony Peeler,30,4,0,90,7.1,15.5,0.45799999999999996,1.3,6.5,0.2,5.8,9.1,0.643,3.9,5.2,0.75,1.3,4.5,5.8,3.2,1.9,0.6,0.6,5.8,19.4,,118.0,107
Joe Smith,24,4,0,79,5.9,12.5,0.47100000000000003,0.0,0.7,0.0,5.9,11.8,0.5,1.5,1.5,1.0,5.2,3.7,8.8,0.7,2.2,0.7,2.9,11.1,13.3,,96.0,107
Sam Mitchell,36,4,0,68,7.7,15.4,0.5,1.7,4.3,0.4,6.0,11.1,0.5379999999999999,2.6,2.6,1.0,1.7,4.3,6.0,1.7,0.0,0.9,3.4,4.3,19.7,,102.0,111
Bobby Jackson,26,3,0,30,7.8,15.5,0.5,1.9,5.8,0.33299999999999996,5.8,9.7,0.6,11.6,11.6,1.0,0.0,9.7,9.7,7.8,3.9,1.9,3.9,7.8,29.1,,130.0,98
Dean Garrett,33,3,0,16,3.6,7.3,0.5,0.0,0.0,,3.6,7.3,0.5,3.6,7.3,0.5,3.6,3.6,7.3,0.0,0.0,3.6,0.0,7.3,10.9,,121.0,108
Tom Hammonds,32,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115
