PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Anfernee Hardaway,28,9,9,386,9.2,19.9,0.462,0.7,2.6,0.263,8.5,17.3,0.49200000000000005,6.0,8.5,0.71,1.9,4.1,6.0,7.0,1.9,1.2,3.4,4.0,25.2,,108,103
Clifford Robinson,33,9,9,333,8.9,23.1,0.386,2.1,6.4,0.325,6.9,16.7,0.41,5.3,7.2,0.733,2.9,5.7,8.6,3.0,1.8,1.1,2.9,5.6,25.2,,99,102
Shawn Marion,21,9,9,281,6.8,16.2,0.419,0.2,1.1,0.16699999999999998,6.6,15.1,0.43799999999999994,1.7,2.1,0.818,4.0,11.0,14.9,1.3,1.1,2.6,1.3,3.2,15.5,,99,98
Rodney Rogers,28,9,0,263,9.7,23.2,0.41700000000000004,1.6,7.3,0.222,8.1,15.9,0.506,4.6,6.3,0.742,3.2,9.1,12.3,2.8,2.0,2.0,3.0,6.3,25.6,,100,98
Jason Kidd,26,6,6,229,5.1,12.7,0.4,1.9,5.1,0.364,3.2,7.6,0.424,1.6,2.1,0.778,1.9,7.4,9.3,12.3,2.5,0.2,5.3,3.2,13.7,,96,100
Corie Blount,31,9,0,162,5.6,10.2,0.5479999999999999,0.0,0.0,,5.6,10.2,0.5479999999999999,3.3,5.9,0.556,8.2,10.2,18.3,1.0,2.0,2.0,4.3,11.8,14.4,,99,96
Luc Longley,31,9,9,162,5.9,16.7,0.353,0.0,0.0,,5.9,16.7,0.353,0.7,1.0,0.667,3.9,5.9,9.8,2.6,1.3,1.3,3.3,11.8,12.4,,77,102
Kevin Johnson,33,9,0,129,4.9,15.2,0.324,0.0,1.2,0.0,4.9,14.0,0.353,2.1,2.5,0.833,0.0,5.3,5.3,9.5,1.2,0.4,5.3,4.1,11.9,,75,104
Todd Day,30,9,0,100,8.5,18.6,0.457,2.7,8.5,0.313,5.8,10.1,0.579,2.7,5.3,0.5,3.2,2.1,5.3,2.1,2.1,0.5,2.1,12.7,22.3,,106,104
Randy Livingston,24,7,3,63,5.1,22.7,0.222,1.7,5.1,0.33299999999999996,3.4,17.7,0.19,0.0,0.0,,1.7,4.2,5.9,3.4,3.4,0.8,3.4,5.1,11.8,,59,100
Oliver Miller,29,7,0,37,2.9,12.9,0.222,0.0,4.3,0.0,2.9,8.6,0.33299999999999996,2.9,5.7,0.5,2.9,8.6,11.5,1.4,0.0,2.9,2.9,11.5,8.6,,63,101
Toby Bailey,24,5,0,15,3.5,14.2,0.25,0.0,0.0,,3.5,14.2,0.25,7.1,14.2,0.5,3.5,3.5,7.1,7.1,0.0,0.0,0.0,3.5,14.2,,98,108
