PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Gary Payton,31,5,5,221,12.2,27.5,0.442,2.2,5.6,0.391,10.0,21.9,0.456,4.9,6.3,0.769,1.9,7.3,9.3,9.0,2.2,0.2,4.4,3.9,31.4,,107,105
Horace Grant,34,5,5,185,3.2,7.9,0.40700000000000003,0.0,0.0,,3.2,7.9,0.40700000000000003,0.6,1.2,0.5,2.3,6.7,9.0,2.9,2.3,1.5,0.3,3.5,7.0,,109,104
Vin Baker,28,5,4,177,9.1,22.8,0.4,0.0,0.3,0.0,9.1,22.5,0.405,3.0,5.2,0.588,4.9,6.7,11.6,3.0,1.5,0.6,4.9,5.8,21.3,,86,107
Rashard Lewis,20,5,5,157,8.9,20.2,0.441,3.1,6.5,0.474,5.8,13.7,0.425,5.5,6.9,0.8,4.1,6.5,10.6,1.0,1.7,1.0,3.4,3.8,26.4,,109,106
Brent Barry,28,5,3,155,4.2,11.5,0.364,2.8,6.9,0.4,1.4,4.5,0.308,3.5,4.9,0.7140000000000001,1.0,3.5,4.5,5.2,1.0,1.0,2.4,6.9,14.6,,108,109
Shammond Williams,24,5,2,99,9.8,17.9,0.545,3.8,6.0,0.636,6.0,12.0,0.5,4.3,6.0,0.727,1.1,4.9,6.0,9.8,4.3,0.0,3.3,1.6,27.7,,130,102
Ruben Patterson,24,5,0,84,9.0,16.7,0.5379999999999999,0.0,1.3,0.0,9.0,15.4,0.583,8.3,9.6,0.867,5.8,3.8,9.6,1.3,1.9,1.3,5.1,3.8,26.3,,111,107
Greg Foster,31,5,0,68,5.5,15.0,0.368,1.6,4.0,0.4,4.0,11.1,0.35700000000000004,1.6,1.6,1.0,0.8,7.9,8.7,0.8,0.0,0.8,2.4,11.1,14.2,,87,109
Lazaro Borrell,27,2,1,26,8.3,14.5,0.5710000000000001,0.0,0.0,,8.3,14.5,0.5710000000000001,4.1,8.3,0.5,6.2,16.6,22.8,2.1,0.0,0.0,2.1,4.1,20.7,,117,104
Jelani McCoy,22,3,0,26,4.1,10.3,0.4,0.0,0.0,,4.1,10.3,0.4,0.0,6.2,0.0,0.0,12.4,12.4,4.1,0.0,0.0,4.1,12.4,8.3,,58,106
Chuck Person,35,2,0,2,0.0,26.9,0.0,0.0,26.9,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,115
