PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Eric Snow,26.0,82,80.0,2866,257,597,0.43,11,45,0.244,246,552,0.446,0.44,126,177,0.7120000000000001,42,219,261,624,140,8,162,243,651
Allen Iverson,24.0,70,70.0,2853,729,1733,0.42100000000000004,89,261,0.341,640,1472,0.435,0.446,442,620,0.713,71,196,267,328,144,5,230,162,1989
George Lynch,29.0,75,75.0,2416,297,644,0.461,15,36,0.41700000000000004,282,608,0.46399999999999997,0.473,113,183,0.617,216,366,582,136,119,38,120,231,722
Tyrone Hill,31.0,68,65.0,2155,318,656,0.485,0,1,0.0,318,655,0.485,0.485,179,259,0.691,220,405,625,52,64,27,124,243,815
Aaron McKie,27.0,82,14.0,1952,244,593,0.41100000000000003,44,121,0.364,200,472,0.424,0.449,121,146,0.8290000000000001,47,199,246,240,108,18,113,194,653
Theo Ratliff,26.0,57,56.0,1795,247,491,0.503,0,0,,247,491,0.503,0.503,182,236,0.7709999999999999,140,295,435,36,32,171,108,185,676
Matt Geiger,30.0,65,20.0,1406,260,589,0.441,0,4,0.0,260,585,0.444,0.441,109,140,0.779,154,233,387,39,29,22,91,194,629
Larry Hughes,21.0,50,5.0,1018,192,461,0.41600000000000004,11,51,0.21600000000000003,181,410,0.441,0.428,106,142,0.746,52,107,159,75,54,12,95,94,501
Billy Owens,30.0,46,7.0,919,112,258,0.434,9,27,0.33299999999999996,103,231,0.446,0.452,38,64,0.594,63,129,192,59,26,16,61,119,271
Toni Kukoč,31.0,32,8.0,916,149,340,0.43799999999999994,26,90,0.289,123,250,0.49200000000000005,0.47600000000000003,74,110,0.6729999999999999,38,105,143,141,33,9,71,61,398
Todd MacCulloch,24.0,56,6.0,528,89,161,0.5529999999999999,0,0,,89,161,0.5529999999999999,0.5529999999999999,28,54,0.519,48,98,146,13,11,37,26,94,206
Bruce Bowen,28.0,42,0.0,311,26,73,0.35600000000000004,1,2,0.5,25,71,0.35200000000000004,0.363,6,12,0.5,14,22,36,16,9,5,5,37,59
Kevin Ollie,27.0,40,0.0,290,22,49,0.449,0,0,,22,49,0.449,0.449,28,37,0.757,4,27,31,46,10,0,10,27,72
Nazr Mohammed,22.0,28,3.0,190,21,54,0.389,0,0,,21,54,0.389,0.389,12,22,0.545,16,34,50,2,4,12,18,29,54
Jumaine Jones,20.0,33,0.0,138,22,58,0.379,2,4,0.5,20,54,0.37,0.397,11,18,0.611,16,22,38,5,6,5,14,10,57
Stanley Roberts,29.0,5,1.0,51,5,16,0.313,0,1,0.0,5,15,0.33299999999999996,0.313,0,3,0.0,6,9,15,3,1,1,2,15,10
Ira Bowman,26.0,11,0.0,20,2,2,1.0,0,0,,2,2,1.0,1.0,1,2,0.5,0,2,2,1,1,0,1,0,5
Antonio Lang,27.0,3,0.0,6,1,1,1.0,0,0,,1,1,1.0,1.0,1,1,1.0,0,0,0,1,0,0,0,1,3
Team Totals,,82,,19830,2993,6776,0.442,208,643,0.32299999999999995,2785,6133,0.45399999999999996,0.457,1577,2226,0.708,1147,2468,3615,1817,791,386,1284,1939,7771
