Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1988,5,1567,CHI,Chicago Bulls,Michael Jordan,24,82,3311,31.7,0.6,0.03,0.43,4.8,10.7,7.8,27.0,3.9,2.4,9.6,34.1,15.2,6.1,21.2,0.31,8.8,4.2,13.0,12.5
1988,5,2181,CHI,Chicago Bulls,Charles Oakley,24,82,2816,15.4,0.54,0.02,0.46,13.4,30.0,21.7,12.0,1.2,0.6,20.5,17.9,2.0,4.7,6.7,0.11,-0.5,-0.1,-0.6,1.0
1988,5,611,CHI,Chicago Bulls,Dave Corzine,31,80,2328,13.6,0.51,0.01,0.21,8.4,17.5,13.0,9.2,0.8,2.5,12.2,16.4,1.9,3.0,4.9,0.1,-0.4,0.1,-0.3,1.0
1988,5,2594,CHI,Chicago Bulls,Brad Sellers,25,82,2212,10.7,0.5,0.01,0.22,5.6,7.4,6.5,8.9,0.8,1.8,10.4,17.0,1.3,2.0,3.3,0.07,-1.4,-0.6,-2.0,0.0
1988,5,2265,CHI,Chicago Bulls,John Paxson,27,81,1888,12.3,0.53,0.16,0.08,1.0,5.3,3.2,22.5,1.3,0.0,9.6,15.1,2.7,1.5,4.2,0.11,-0.9,-0.5,-1.4,0.3
1988,5,1083,CHI,Chicago Bulls,Horace Grant,22,81,1827,13.0,0.53,0.0,0.36,9.8,18.2,14.0,6.7,1.4,1.7,12.8,15.8,1.6,2.6,4.2,0.11,-1.8,0.1,-1.7,0.2
1988,5,2313,CHI,Chicago Bulls,Scottie Pippen,22,79,1650,12.9,0.49,0.04,0.3,8.1,12.6,10.4,14.5,2.8,1.9,17.0,20.0,-0.4,2.6,2.3,0.07,-1.9,1.3,-0.6,0.6
1988,5,2723,CHI,Chicago Bulls,Rory Sparrow,29,55,992,8.9,0.43,0.04,0.12,1.6,6.4,4.0,21.7,1.9,0.2,15.3,14.7,-0.3,1.0,0.7,0.04,-3.5,-0.2,-3.8,-0.4
1988,5,2973,CHI,Chicago Bulls,Sam Vincent,24,29,953,16.1,0.53,0.03,0.35,2.2,10.2,6.2,35.6,1.8,0.8,19.1,19.8,1.2,1.1,2.3,0.12,0.7,-0.1,0.6,0.6
1988,5,2882,CHI,Chicago Bulls,Sedale Threatt,26,45,701,13.7,0.53,0.08,0.16,2.0,7.0,4.5,22.6,1.9,0.3,13.5,19.9,0.7,0.7,1.4,0.09,-1.4,-0.1,-1.5,0.1
1988,5,390,CHI,Chicago Bulls,Mike Brown,24,46,591,10.0,0.48,0.01,0.41,12.9,17.9,15.4,6.5,0.9,0.4,15.6,17.7,0.0,0.7,0.7,0.06,-3.9,-1.6,-5.5,-0.5
1988,5,1039,CHI,Chicago Bulls,Artis Gilmore,38,24,372,6.0,0.52,0.0,0.46,4.7,14.7,9.7,3.2,0.7,1.9,22.5,14.3,-0.3,0.4,0.1,0.01,-5.7,-0.2,-5.9,-0.4
1988,5,2996,CHI,Chicago Bulls,Granville Waiters,27,22,114,4.2,0.3,0.03,0.07,9.1,19.0,14.1,1.1,0.9,7.9,16.7,13.5,-0.3,0.2,0.0,-0.02,-9.5,1.1,-8.4,-0.2
1988,5,2923,CHI,Chicago Bulls,Elston Turner,28,17,98,3.1,0.28,0.0,0.07,9.4,2.3,5.9,11.7,4.1,0.0,24.5,17.9,-0.4,0.1,-0.2,-0.12,-6.5,-0.3,-6.8,-0.1
1988,5,3097,CHI,Chicago Bulls,Tony White,22,2,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,-4.9,-1.2,-6.1,0.0
