Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,10,802,GSW,Golden State Warriors,22.0,NBA,SF,82.0,3.0,1305.0,168.0,417.0,0.4,52.0,150.0,0.35,116.0,267.0,0.43,0.46,78.0,100.0,0.78,66.0,148.0,214.0,106.0,53.0,19.0,86.0,120.0,466.0
2004,10,802,GSW,Golden State Warriors,23.0,NBA,SF,75.0,69.0,2336.0,323.0,720.0,0.45,94.0,254.0,0.37,229.0,466.0,0.49,0.51,137.0,185.0,0.74,87.0,355.0,442.0,220.0,68.0,13.0,143.0,169.0,877.0
2005,10,802,GSW,Golden State Warriors,24.0,NBA,SF,79.0,79.0,2570.0,408.0,905.0,0.45,107.0,276.0,0.39,301.0,629.0,0.48,0.51,134.0,172.0,0.78,97.0,338.0,435.0,203.0,79.0,26.0,132.0,198.0,1057.0
2006,10,802,GSW,Golden State Warriors,25.0,NBA,SF,81.0,68.0,2578.0,331.0,816.0,0.41,74.0,260.0,0.28,257.0,556.0,0.46,0.45,196.0,252.0,0.78,78.0,321.0,399.0,237.0,60.0,32.0,120.0,199.0,932.0
2007,31,802,TOT,Total After Trade,26.0,NBA,"PF,SG",82.0,49.0,2580.0,384.0,850.0,0.45,70.0,224.0,0.31,314.0,626.0,0.5,0.49,211.0,269.0,0.78,84.0,347.0,431.0,228.0,84.0,22.0,149.0,203.0,1049.0
2007,10,802,GSW,Golden State Warriors,26.0,NBA,PF,39.0,6.0,1051.0,166.0,370.0,0.45,36.0,104.0,0.35,130.0,266.0,0.49,0.5,78.0,101.0,0.77,40.0,147.0,187.0,117.0,38.0,12.0,71.0,83.0,446.0
2007,12,802,IND,Indiana Pacers,26.0,NBA,SG,43.0,43.0,1529.0,218.0,480.0,0.45,34.0,120.0,0.28,184.0,360.0,0.51,0.49,133.0,168.0,0.79,44.0,200.0,244.0,111.0,46.0,10.0,78.0,120.0,603.0
2008,12,802,IND,Indiana Pacers,27.0,NBA,SG,82.0,82.0,2953.0,532.0,1117.0,0.48,165.0,389.0,0.42,367.0,728.0,0.5,0.55,336.0,403.0,0.83,59.0,365.0,424.0,288.0,86.0,31.0,190.0,208.0,1565.0
2009,12,802,IND,Indiana Pacers,28.0,NBA,SG,18.0,14.0,495.0,93.0,232.0,0.4,32.0,90.0,0.36,61.0,142.0,0.43,0.47,53.0,65.0,0.82,14.0,54.0,68.0,44.0,12.0,9.0,38.0,36.0,271.0
2010,12,802,IND,Indiana Pacers,29.0,NBA,SF,67.0,15.0,1486.0,229.0,558.0,0.41,75.0,236.0,0.32,154.0,322.0,0.48,0.48,133.0,158.0,0.84,25.0,211.0,236.0,103.0,38.0,15.0,72.0,105.0,666.0
2011,12,802,IND,Indiana Pacers,30.0,NBA,SG,61.0,44.0,1683.0,240.0,520.0,0.46,102.0,254.0,0.4,138.0,266.0,0.52,0.56,100.0,125.0,0.8,28.0,248.0,276.0,105.0,40.0,30.0,69.0,107.0,682.0
2012,17,802,MIL,Milwaukee Bucks,31.0,NBA,SF,55.0,3.0,1445.0,239.0,504.0,0.47,83.0,208.0,0.4,156.0,296.0,0.53,0.56,116.0,143.0,0.81,29.0,175.0,204.0,117.0,28.0,8.0,58.0,87.0,677.0
2013,17,802,MIL,Milwaukee Bucks,32.0,NBA,SF,75.0,3.0,1943.0,276.0,624.0,0.44,128.0,299.0,0.43,148.0,325.0,0.46,0.55,105.0,128.0,0.82,31.0,260.0,291.0,145.0,39.0,35.0,90.0,135.0,785.0
2014,5,802,CHI,Charlotte Bobcats,33.0,NBA,SF,82.0,61.0,2584.0,333.0,774.0,0.43,123.0,324.0,0.38,210.0,450.0,0.47,0.51,140.0,164.0,0.85,46.0,299.0,345.0,186.0,64.0,46.0,108.0,163.0,929.0
2015,5,802,CHI,Charlotte Bobcats,34.0,NBA,SF,63.0,63.0,1838.0,209.0,481.0,0.44,107.0,263.0,0.41,102.0,218.0,0.47,0.55,70.0,87.0,0.8,28.0,220.0,248.0,114.0,39.0,21.0,60.0,123.0,595.0
2016,5,802,CHI,Charlotte Bobcats,35.0,NBA,SF,31.0,30.0,703.0,77.0,188.0,0.41,39.0,99.0,0.39,38.0,89.0,0.43,0.51,29.0,37.0,0.78,8.0,75.0,83.0,39.0,14.0,10.0,26.0,66.0,222.0
2017,31,802,TOT,Total After Trade,36.0,NBA,SF,53.0,2.0,841.0,93.0,220.0,0.42,53.0,134.0,0.4,40.0,86.0,0.46,0.54,36.0,45.0,0.8,18.0,97.0,115.0,50.0,15.0,7.0,28.0,67.0,275.0
2017,6,802,CLE,Cleveland Cavaliers,36.0,NBA,SF,23.0,2.0,366.0,36.0,90.0,0.4,20.0,57.0,0.35,16.0,33.0,0.48,0.51,14.0,19.0,0.74,5.0,42.0,47.0,20.0,6.0,2.0,14.0,32.0,106.0
2017,1,802,ATL,Atlanta Hawks,36.0,NBA,SF,30.0,0.0,475.0,57.0,130.0,0.44,33.0,77.0,0.43,24.0,53.0,0.45,0.56,22.0,26.0,0.85,13.0,55.0,68.0,30.0,9.0,5.0,14.0,35.0,169.0
