Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",20.0,NBA,PF,82.0,68.0,2970.0,576.0,1354.0,0.42,52.0,159.0,0.33,524.0,1195.0,0.44,0.44,231.0,366.0,0.63,288.0,453.0,741.0,262.0,105.0,53.0,230.0,271.0,1435.0,,2.0
1998,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",21.0,NBA,PF,82.0,82.0,3268.0,722.0,1705.0,0.42,91.0,292.0,0.31,631.0,1413.0,0.45,0.45,305.0,473.0,0.64,270.0,566.0,836.0,273.0,142.0,60.0,292.0,262.0,1840.0,,1.0
1999,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",22.0,NBA,PF,42.0,41.0,1549.0,303.0,735.0,0.41,65.0,176.0,0.37,238.0,559.0,0.43,0.46,113.0,202.0,0.56,106.0,253.0,359.0,130.0,63.0,28.0,119.0,142.0,784.0,,0.0
2000,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",23.0,NBA,PF,82.0,82.0,3003.0,648.0,1506.0,0.43,73.0,285.0,0.26,575.0,1221.0,0.47,0.46,311.0,445.0,0.7,199.0,453.0,652.0,305.0,117.0,32.0,259.0,263.0,1680.0,,1.0
2001,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",24.0,NBA,PF,81.0,81.0,3396.0,711.0,1720.0,0.41,221.0,603.0,0.37,490.0,1117.0,0.44,0.48,249.0,348.0,0.72,151.0,568.0,719.0,445.0,138.0,49.0,301.0,251.0,1892.0,,5.0
2002,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",25.0,NBA,PF,81.0,81.0,3406.0,666.0,1689.0,0.39,222.0,645.0,0.34,444.0,1044.0,0.42,0.46,240.0,324.0,0.74,150.0,564.0,714.0,407.0,122.0,38.0,251.0,237.0,1794.0,,2.0
2003,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",26.0,NBA,PF,78.0,78.0,3235.0,603.0,1554.0,0.39,188.0,582.0,0.32,415.0,972.0,0.43,0.45,176.0,286.0,0.62,99.0,464.0,563.0,373.0,116.0,31.0,260.0,221.0,1570.0,,2.0
2004,7,2998,DAL,Dallas Mavericks,Antoine Walker,"August 12, 1976",27.0,NBA,PF,82.0,82.0,2840.0,483.0,1129.0,0.43,82.0,305.0,0.27,401.0,824.0,0.49,0.46,103.0,186.0,0.55,198.0,486.0,684.0,369.0,65.0,65.0,202.0,212.0,1151.0,,2.0
2005,31,2998,TOT,Total After Trade,Antoine Walker,"August 12, 1976",28.0,NBA,PF,77.0,77.0,2955.0,581.0,1377.0,0.42,110.0,341.0,0.32,471.0,1036.0,0.46,0.46,201.0,373.0,0.54,182.0,513.0,695.0,265.0,89.0,58.0,253.0,217.0,1473.0,,0.0
2005,1,2998,ATL,Atlanta Hawks,Antoine Walker,"August 12, 1976",28.0,NBA,PF,53.0,53.0,2128.0,420.0,1013.0,0.42,85.0,268.0,0.32,335.0,745.0,0.45,0.46,157.0,294.0,0.53,126.0,371.0,497.0,194.0,64.0,32.0,183.0,147.0,1082.0,,0.0
2005,2,2998,BOS,Boston Celtics,Antoine Walker,"August 12, 1976",28.0,NBA,PF,24.0,24.0,827.0,161.0,364.0,0.44,25.0,73.0,0.34,136.0,291.0,0.47,0.48,44.0,79.0,0.56,56.0,142.0,198.0,71.0,25.0,26.0,70.0,70.0,391.0,,0.0
2006,16,2998,MIA,Miami Heat,Antoine Walker,"August 12, 1976",29.0,NBA,PF,82.0,19.0,2199.0,391.0,898.0,0.44,137.0,383.0,0.36,254.0,515.0,0.49,0.51,81.0,129.0,0.63,103.0,318.0,421.0,166.0,47.0,30.0,150.0,187.0,1000.0,,0.0
2007,16,2998,MIA,Miami Heat,Antoine Walker,"August 12, 1976",30.0,NBA,PF,78.0,15.0,1818.0,265.0,668.0,0.4,84.0,305.0,0.28,181.0,363.0,0.5,0.46,46.0,105.0,0.44,92.0,247.0,339.0,130.0,48.0,17.0,141.0,173.0,660.0,,0.0
2008,18,2998,MIN,Minnesota Timberwolves,Antoine Walker,"August 12, 1976",31.0,NBA,PF,46.0,1.0,892.0,136.0,375.0,0.36,61.0,188.0,0.32,75.0,187.0,0.4,0.44,35.0,66.0,0.53,56.0,112.0,168.0,45.0,33.0,8.0,46.0,80.0,368.0,,0.0
