Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,7,2775,DAL,Dallas Mavericks,Erick Strickland,"November 25, 1973",23.0,NBA,SG,28.0,759.0,11.0,0.51,0.36,0.31,3.2,10.7,6.9,15.6,1.9,0.5,18.5,21.6,-0.2,0.5,0.3,0.02,-2.5,-0.3,-2.8,-0.2
1998,7,2775,DAL,Dallas Mavericks,Erick Strickland,"November 25, 1973",24.0,NBA,SG,67.0,1505.0,9.3,0.43,0.29,0.15,2.5,9.5,6.0,18.8,2.0,0.4,15.1,21.3,-1.7,0.8,-0.9,-0.03,-3.8,-1.2,-5.0,-1.1
1999,7,2775,DAL,Dallas Mavericks,Erick Strickland,"November 25, 1973",25.0,NBA,SG,33.0,567.0,18.0,0.5,0.27,0.29,2.4,14.1,8.2,19.9,3.8,0.3,12.6,23.1,0.7,0.7,1.3,0.11,0.4,1.4,1.8,0.6
2000,7,2775,DAL,Dallas Mavericks,Erick Strickland,"November 25, 1973",26.0,NBA,SG,68.0,2025.0,16.5,0.53,0.26,0.27,3.7,13.4,8.6,15.9,2.6,0.4,11.1,20.0,3.2,1.7,4.9,0.12,0.5,0.6,1.1,1.6
2001,31,2775,TOT,Total After Trade,Erick Strickland,"November 25, 1973",27.0,NBA,PG,50.0,830.0,10.7,0.43,0.36,0.3,2.6,15.2,9.0,18.6,2.9,0.2,13.7,19.9,-0.4,1.2,0.8,0.05,-3.0,1.7,-1.3,0.1
2001,20,2775,NYK,New York Knicks,Erick Strickland,"November 25, 1973",27.0,NBA,PG,28.0,421.0,8.4,0.42,0.36,0.21,2.7,12.0,7.5,11.5,2.9,0.2,12.8,19.1,-0.4,0.7,0.3,0.04,-3.9,2.1,-1.8,0.0
2001,15,2775,VAN,Vancouver Grizzlies,Erick Strickland,"November 25, 1973",27.0,NBA,PG,22.0,409.0,13.1,0.44,0.35,0.38,2.5,18.6,10.6,25.8,2.8,0.2,14.6,20.7,0.0,0.5,0.5,0.05,-2.1,1.2,-0.8,0.1
2002,2,2775,BOS,Boston Celtics,Erick Strickland,"November 25, 1973",28.0,NBA,PG,79.0,1643.0,12.9,0.55,0.51,0.32,1.4,13.1,7.1,18.6,1.8,0.0,14.5,18.0,1.8,2.0,3.8,0.11,-0.9,0.4,-0.5,0.6
2003,12,2775,IND,Indiana Pacers,Erick Strickland,"November 25, 1973",29.0,NBA,SG,71.0,1275.0,13.5,0.55,0.42,0.23,2.1,10.5,6.4,27.2,1.6,0.4,19.0,18.3,1.4,1.3,2.7,0.1,0.3,-0.1,0.2,0.7
2004,17,2775,MIL,Milwaukee Bucks,Erick Strickland,"November 25, 1973",30.0,NBA,PG,43.0,571.0,14.0,0.53,0.34,0.26,2.6,11.5,7.1,25.7,2.4,0.3,19.8,21.6,0.4,0.4,0.8,0.07,-0.1,0.0,-0.1,0.3
2005,17,2775,MIL,Milwaukee Bucks,Erick Strickland,"November 25, 1973",31.0,NBA,SG,62.0,1014.0,8.1,0.45,0.27,0.21,1.3,10.7,6.0,17.8,1.6,0.1,16.2,17.8,-0.6,0.4,-0.3,-0.01,-3.8,-0.7,-4.6,-0.6
