Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1992,17,348,MIL,Milwaukee Bucks,40,Frank Brickowski,SF,6-9,240,"August 14, 1959",US,7,Penn State
1992,17,588,MIL,Milwaukee Bucks,15,Lester Conner,PG,6-4,180,"September 17, 1959",US,8,Oregon State
1992,17,849,MIL,Milwaukee Bucks,3,Dale Ellis,SF,6-7,205,"August 6, 1960",US,8,Tennessee
1992,17,1097,MIL,Milwaukee Bucks,20,Jeff Grayer,SG,6-5,200,"December 17, 1965",US,3,Iowa State
1992,17,1264,MIL,Milwaukee Bucks,12,Steve Henson,PG,5-11,177,"February 2, 1968",US,1,Kansas State
1992,17,1360,MIL,Milwaukee Bucks,24,Jay Humphries,PG,6-3,185,"October 17, 1962",US,7,Colorado
1992,17,1658,MIL,Milwaukee Bucks,42,Larry Krystkowiak,PF,6-9,220,"September 23, 1964",US,5,Montana
1992,17,1689,MIL,Milwaukee Bucks,34,Jerome Lane,PF,6-6,230,"December 4, 1966",US,3,Pitt
1992,17,1767,MIL,Milwaukee Bucks,54,Brad Lohaus,PF,6-11,230,"September 29, 1964",US,4,Iowa
1992,17,1823,MIL,Milwaukee Bucks,8,Moses Malone,C,6-10,215,"March 23, 1955",US,17,
1992,17,2334,MIL,Milwaukee Bucks,50,Dave Popson,PF,6-10,220,"May 17, 1964",US,2,UNC
1992,17,2461,MIL,Milwaukee Bucks,31,Fred Roberts,PF,6-10,218,"August 14, 1960",US,8,BYU
1992,17,2464,MIL,Milwaukee Bucks,21,Alvin Robertson,SG,6-3,185,"July 22, 1962",US,7,Arkansas
1992,17,2568,MIL,Milwaukee Bucks,10,Danny Schayes,C,6-11,235,"May 10, 1959",US,10,Syracuse
