SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,14,LAL,James Worthy,25,18,18,681,9.3,15.8,0.59,0.0,0.1,0.0,9.3,15.6,0.6,3.9,5.1,0.75,1.6,3.7,5.3,3.3,1.5,1.2,2.1,2.2,22.5
1987,14,LAL,Magic Johnson,27,18,18,666,7.9,14.6,0.54,0.1,0.5,0.2,7.8,14.1,0.55,5.3,6.4,0.83,1.5,6.0,7.5,11.8,1.7,0.4,2.8,2.0,21.2
1987,14,LAL,Byron Scott,25,18,18,608,6.1,12.4,0.49,0.4,2.0,0.21,5.7,10.4,0.55,3.1,4.0,0.79,1.2,2.5,3.7,3.4,1.1,0.2,1.5,3.1,15.8
1987,14,LAL,Kareem Abdul-Jabbar,39,18,18,559,8.0,15.1,0.53,0.0,0.1,0.0,8.0,15.0,0.53,6.2,7.9,0.8,2.5,5.4,7.9,2.3,0.5,2.3,2.6,3.6,22.2
1987,14,LAL,Michael Cooper,30,18,0,522,5.3,11.0,0.48,2.3,4.8,0.49,3.0,6.1,0.48,3.2,3.7,0.85,0.6,3.5,4.1,6.2,1.7,1.0,2.6,3.2,16.1
1987,14,LAL,A.C. Green,23,18,18,505,5.1,9.3,0.55,0.0,0.0,,5.1,9.3,0.55,4.6,6.2,0.75,3.8,6.3,10.1,0.8,0.6,0.6,1.2,3.4,14.8
1987,14,LAL,Mychal Thompson,32,18,0,401,5.6,12.3,0.45,0.0,0.0,,5.6,12.3,0.45,3.1,4.5,0.68,2.6,5.3,7.9,0.8,0.6,1.5,1.4,4.5,14.2
1987,14,LAL,Kurt Rambis,28,17,0,215,4.0,6.9,0.58,0.0,0.0,,4.0,6.9,0.58,5.2,5.7,0.91,2.7,8.5,11.2,1.5,1.3,0.5,2.2,7.0,13.2
1987,14,LAL,Wes Matthews,27,12,0,61,6.5,13.6,0.48,0.0,0.6,0.0,6.5,13.0,0.5,3.5,4.1,0.86,0.0,2.4,2.4,5.3,0.6,0.0,7.7,5.3,16.5
1987,14,LAL,Adrian Branch,23,11,0,42,3.4,18.0,0.19,0.0,0.9,0.0,3.4,17.1,0.2,5.1,10.3,0.5,2.6,6.0,8.6,4.3,1.7,0.0,4.3,8.6,12.0
1987,14,LAL,Mike Smrek,24,10,0,33,2.2,10.9,0.2,0.0,0.0,,2.2,10.9,0.2,4.4,6.5,0.67,3.3,4.4,7.6,0.0,0.0,6.5,1.1,16.4,8.7
1987,14,LAL,Billy Thompson,23,3,0,27,8.0,14.7,0.55,0.0,0.0,,8.0,14.7,0.55,2.7,2.7,1.0,4.0,4.0,8.0,2.7,5.3,0.0,0.0,2.7,18.7
