Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,17,MIL,Milwaukee Bucks,Paul Pressey,28,12,12,465,5.3,11.3,0.47,0.1,0.6,0.12,5.2,10.7,0.49,2.6,3.6,0.74,2.2,2.6,4.8,8.0,2.2,0.6,2.7,3.9,13.2
1987,17,MIL,Milwaukee Bucks,Terry Cummings,25,12,10,443,8.5,17.5,0.49,0.0,0.0,,8.5,17.5,0.49,4.6,6.7,0.69,2.4,5.4,7.7,2.3,1.0,1.1,1.2,4.1,21.7
1987,17,MIL,Milwaukee Bucks,Sidney Moncrief,29,12,10,426,6.6,13.9,0.47,0.3,1.2,0.29,6.3,12.8,0.49,6.2,7.6,0.81,1.8,2.8,4.6,3.0,1.1,0.5,2.0,3.6,19.7
1987,17,MIL,Milwaukee Bucks,Jack Sikma,31,12,12,426,6.2,12.7,0.49,0.0,0.1,0.0,6.2,12.6,0.49,4.1,4.1,0.98,2.8,8.2,11.0,1.9,1.3,0.8,1.5,4.7,16.4
1987,17,MIL,Milwaukee Bucks,John Lucas,33,12,12,362,6.8,14.9,0.45,1.2,3.6,0.33,5.6,11.3,0.49,3.9,4.8,0.81,0.4,2.1,2.5,6.2,1.4,0.1,2.0,1.7,18.6
1987,17,MIL,Milwaukee Bucks,Ricky Pierce,27,12,2,317,7.7,16.1,0.48,0.0,0.0,,7.7,16.1,0.48,6.2,7.6,0.82,1.4,1.8,3.2,1.8,1.1,0.6,2.2,4.4,21.7
1987,17,MIL,Milwaukee Bucks,Craig Hodges,26,12,0,226,6.4,12.3,0.52,0.8,2.7,0.29,5.6,9.6,0.58,1.6,1.8,0.91,1.8,1.8,3.5,3.2,1.4,0.3,0.5,2.5,15.1
1987,17,MIL,Milwaukee Bucks,Randy Breuer,26,12,2,156,3.7,7.6,0.48,0.0,0.0,,3.7,7.6,0.48,1.8,2.8,0.67,2.1,5.1,7.2,0.9,1.6,2.1,0.9,7.4,9.2
1987,17,MIL,Milwaukee Bucks,Paul Mokeski,30,12,0,107,2.7,7.4,0.36,0.0,0.3,0.0,2.7,7.1,0.38,4.0,5.0,0.8,4.0,5.7,9.8,0.7,1.0,0.7,1.7,7.4,9.4
1987,17,MIL,Milwaukee Bucks,Dudley Bradley,29,12,0,46,3.1,8.6,0.36,0.0,4.7,0.0,3.1,3.9,0.8,0.8,1.6,0.5,0.0,0.0,0.0,1.6,2.3,0.0,0.8,7.0,7.0
1987,17,MIL,Milwaukee Bucks,Jerry Reynolds,24,4,0,5,7.2,21.6,0.33,0.0,7.2,0.0,7.2,14.4,0.5,7.2,14.4,0.5,7.2,0.0,7.2,14.4,21.6,0.0,0.0,0.0,21.6
1987,17,MIL,Milwaukee Bucks,Jerome Henderson,27,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
