SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,11,HOU,Rodney McCray,25,10,10,436,4.7,8.3,0.56,0.0,0.2,0.0,4.7,8.2,0.58,3.6,4.5,0.8,2.6,4.2,6.9,4.6,0.4,0.7,2.1,1.7,13.0
1987,11,HOU,Robert Reid,31,10,10,431,4.7,12.9,0.36,0.2,1.4,0.12,4.5,11.5,0.39,1.3,1.9,0.65,0.5,2.5,3.0,4.0,0.8,0.3,2.3,3.0,10.8
1987,11,HOU,Hakeem Olajuwon,24,10,10,389,10.2,16.6,0.62,0.0,0.1,0.0,10.2,16.5,0.62,6.7,9.0,0.74,3.6,6.8,10.5,2.3,1.2,4.0,3.3,4.1,27.0
1987,11,HOU,Allen Leavell,29,10,10,384,4.1,10.0,0.41,0.4,1.5,0.25,3.7,8.5,0.44,4.6,5.6,0.82,0.6,1.8,2.3,6.8,1.8,0.3,2.6,3.9,13.2
1987,11,HOU,Ralph Sampson,26,10,10,330,8.2,15.9,0.51,0.1,0.2,0.5,8.1,15.7,0.51,3.8,4.7,0.81,2.9,6.7,9.6,2.3,0.2,1.3,3.4,5.1,20.3
1987,11,HOU,Jim Petersen,24,10,0,187,5.4,9.8,0.55,0.0,0.0,,5.4,9.8,0.55,2.3,3.5,0.67,2.7,6.2,8.9,1.2,1.0,0.4,1.9,5.0,13.1
1987,11,HOU,Cedric Maxwell,31,10,0,177,3.7,6.9,0.53,0.0,0.2,0.0,3.7,6.7,0.55,5.3,7.1,0.74,2.2,4.5,6.7,3.5,0.8,0.0,1.6,3.5,12.6
1987,11,HOU,Steve Harris,23,9,0,91,6.3,17.0,0.37,0.0,0.4,0.0,6.3,16.6,0.38,2.0,2.4,0.83,1.2,1.6,2.8,2.0,1.2,0.0,1.2,5.9,14.6
1987,11,HOU,Dirk Minniefield,26,8,0,27,5.3,10.7,0.5,0.0,1.3,0.0,5.3,9.3,0.57,8.0,8.0,1.0,2.7,0.0,2.7,2.7,1.3,0.0,5.3,10.7,18.7
1987,11,HOU,Buck Johnson,23,5,0,10,7.2,21.6,0.33,0.0,0.0,,7.2,21.6,0.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.6,14.4
1987,11,HOU,Dave Feitl,24,6,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.0,9.0,1.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,9.0
1987,11,HOU,Richard Anderson,26,5,0,5,7.2,21.6,0.33,7.2,14.4,0.5,0.0,7.2,0.0,14.4,14.4,1.0,7.2,0.0,7.2,0.0,0.0,0.0,7.2,7.2,36.0
