Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2555,16,0,113,7.7,15.8,0.49,1.0,1.4,0.71,6.7,14.4,0.47,3.4,4.8,0.71,1.9,9.1,11.0,1.4,2.4,0.0,3.8,9.6,19.7,96.0,97.0
