Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,24.0,NBA,SF,68.0,2674.0,24.3,0.64,0.0,0.42,8.3,14.0,11.3,12.3,1.8,0.3,13.5,27.8,9.5,1.1,10.5,0.19,5.3,-1.6,3.7,3.8
1981,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,25.0,NBA,SF,80.0,3417.0,24.3,0.62,0.0,0.48,6.5,10.5,8.5,16.3,1.6,0.3,12.5,28.4,12.3,1.3,13.6,0.19,5.7,-1.4,4.3,5.4
1982,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,26.0,NBA,SF,81.0,3222.0,24.2,0.63,0.0,0.52,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,11.9,0.7,12.6,0.19,5.8,-1.7,4.1,5.0
1983,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,27.0,NBA,SF,22.0,887.0,24.4,0.66,0.0,0.62,6.9,9.2,8.0,18.8,1.0,0.0,13.7,26.1,3.8,0.5,4.3,0.23,6.0,-1.2,4.8,1.5
1984,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,28.0,NBA,SF,79.0,2984.0,24.6,0.65,0.0,0.66,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,0.24,5.8,-1.5,4.2,4.7
1985,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,29.0,NBA,SF,55.0,1971.0,21.9,0.61,0.0,0.56,8.0,9.0,8.5,15.2,1.3,0.2,12.4,27.7,5.6,2.3,8.0,0.19,4.2,-0.5,3.8,2.9
1986,29.0,669,UTA,Utah Jazz,Adrian Dantley,1955-02-28,30.0,NBA,SF,76.0,2744.0,24.6,0.63,0.01,0.55,7.2,8.5,7.8,16.7,1.1,0.1,11.4,30.0,10.4,2.3,12.8,0.22,6.0,-1.0,4.9,4.8
1987,9.0,669,DET,Detroit Pistons,Adrian Dantley,1955-02-28,31.0,NBA,SF,81.0,2736.0,18.6,0.61,0.0,0.59,4.2,8.7,6.5,8.8,1.1,0.1,11.3,23.7,7.8,2.5,10.3,0.18,2.4,-0.3,2.1,2.9
1988,9.0,669,DET,Detroit Pistons,Adrian Dantley,1955-02-28,32.0,NBA,SF,69.0,2144.0,19.9,0.62,0.0,0.66,4.5,7.3,5.9,11.9,0.9,0.3,10.8,24.2,7.5,1.9,9.4,0.21,3.7,-0.2,3.5,2.9
1989,31.0,669,TOT,Total After Trade,Adrian Dantley,1955-02-28,33.0,NBA,SF,73.0,2422.0,17.4,0.58,0.0,0.6,5.5,9.0,7.3,10.9,0.9,0.3,11.9,24.3,5.5,1.9,7.4,0.15,1.6,-0.9,0.7,1.6
1989,9.0,669,DET,Detroit Pistons,Adrian Dantley,1955-02-28,33.0,NBA,SF,42.0,1341.0,18.2,0.61,0.0,0.62,4.7,8.9,6.9,10.5,0.9,0.3,11.4,22.7,4.0,1.3,5.3,0.19,2.2,0.0,2.2,1.4
1989,7.0,669,DAL,Dallas Mavericks,Adrian Dantley,1955-02-28,33.0,NBA,SF,31.0,1081.0,16.4,0.55,0.0,0.57,6.6,9.0,7.8,11.6,0.9,0.4,12.5,26.3,1.5,0.6,2.1,0.09,0.8,-2.1,-1.3,0.2
1990,7.0,669,DAL,Dallas Mavericks,Adrian Dantley,1955-02-28,34.0,NBA,SF,45.0,1300.0,15.4,0.56,0.0,0.52,6.9,8.1,7.5,9.6,0.8,0.3,11.2,22.6,2.2,0.8,3.1,0.11,0.9,-1.4,-0.4,0.5
1991,17.0,669,MIL,Milwaukee Bucks,Adrian Dantley,1955-02-28,35.0,NBA,SF,10.0,126.0,12.1,0.46,0.06,0.52,7.4,4.8,6.1,10.4,2.0,0.0,8.9,23.0,0.1,0.1,0.1,0.05,-2.0,-2.2,-4.2,-0.1
