Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2004,1,739,ATL,Atlanta Hawks,21.0,NBA,SG,76.0,37.0,1919.0,140.0,313.0,0.45,6.0,26.0,0.23,134.0,287.0,0.47,0.46,56.0,93.0,0.6,111.0,231.0,342.0,182.0,59.0,37.0,126.0,191.0,342.0,,0.0
2005,1,739,ATL,Atlanta Hawks,22.0,NBA,SG,66.0,25.0,1201.0,124.0,294.0,0.42,9.0,50.0,0.18,115.0,244.0,0.47,0.44,57.0,77.0,0.74,54.0,116.0,170.0,149.0,37.0,18.0,87.0,123.0,314.0,,0.0
2006,24,739,PHO,Phoenix Suns,23.0,NBA,PF,81.0,70.0,2874.0,449.0,853.0,0.53,8.0,30.0,0.27,441.0,823.0,0.54,0.53,174.0,238.0,0.73,159.0,399.0,558.0,503.0,58.0,85.0,189.0,260.0,1080.0,,4.0
2007,24,739,PHO,Phoenix Suns,24.0,NBA,PF,73.0,59.0,2268.0,306.0,569.0,0.54,15.0,45.0,0.33,291.0,524.0,0.56,0.55,82.0,120.0,0.68,91.0,226.0,317.0,352.0,28.0,38.0,154.0,177.0,709.0,,1.0
2008,24,739,PHO,Phoenix Suns,25.0,NBA,PF,82.0,19.0,2308.0,308.0,646.0,0.48,13.0,41.0,0.32,295.0,605.0,0.49,0.49,96.0,129.0,0.74,97.0,281.0,378.0,317.0,61.0,39.0,155.0,166.0,725.0,,0.0
2009,31,739,TOT,Total After Trade,26.0,NBA,PF,81.0,59.0,2754.0,448.0,884.0,0.51,75.0,181.0,0.41,373.0,703.0,0.53,0.55,101.0,147.0,0.69,118.0,314.0,432.0,333.0,61.0,53.0,215.0,202.0,1072.0,,0.0
2009,24,739,PHO,Phoenix Suns,26.0,NBA,PF,22.0,0.0,538.0,80.0,141.0,0.57,5.0,14.0,0.36,75.0,127.0,0.59,0.58,18.0,26.0,0.69,24.0,60.0,84.0,46.0,11.0,9.0,37.0,39.0,183.0,,0.0
2009,4,739,CHA,Charlotte Bobcats,26.0,NBA,PF,59.0,59.0,2216.0,368.0,743.0,0.5,70.0,167.0,0.42,298.0,576.0,0.52,0.54,83.0,121.0,0.69,94.0,254.0,348.0,287.0,50.0,44.0,178.0,163.0,889.0,,0.0
2010,4,739,CHA,Charlotte Bobcats,27.0,NBA,PF,82.0,82.0,2906.0,373.0,773.0,0.48,66.0,206.0,0.32,307.0,567.0,0.54,0.52,113.0,147.0,0.77,131.0,293.0,424.0,325.0,60.0,57.0,178.0,219.0,925.0,,0.0
2011,4,739,CHA,Charlotte Bobcats,28.0,NBA,PF,82.0,82.0,2778.0,381.0,774.0,0.49,78.0,226.0,0.34,303.0,548.0,0.55,0.54,84.0,123.0,0.68,105.0,309.0,414.0,337.0,74.0,46.0,166.0,190.0,924.0,,1.0
2012,31,739,TOT,Total After Trade,29.0,NBA,PF,57.0,35.0,1424.0,156.0,351.0,0.44,31.0,99.0,0.31,125.0,252.0,0.5,0.49,22.0,35.0,0.63,70.0,210.0,280.0,205.0,34.0,25.0,112.0,125.0,365.0,,0.0
2012,4,739,CHA,Charlotte Bobcats,29.0,NBA,PF,37.0,28.0,1018.0,116.0,283.0,0.41,23.0,86.0,0.27,93.0,197.0,0.47,0.45,17.0,27.0,0.63,47.0,148.0,195.0,158.0,20.0,19.0,84.0,71.0,272.0,,0.0
2012,27,739,SAS,San Antonio Spurs,29.0,NBA,PF,20.0,7.0,406.0,40.0,68.0,0.59,8.0,13.0,0.62,32.0,55.0,0.58,0.65,5.0,8.0,0.62,23.0,62.0,85.0,47.0,14.0,6.0,28.0,54.0,93.0,,0.0
2013,27,739,SAS,San Antonio Spurs,30.0,NBA,PF,75.0,20.0,1709.0,179.0,332.0,0.54,30.0,78.0,0.38,149.0,254.0,0.59,0.58,47.0,65.0,0.72,66.0,188.0,254.0,180.0,52.0,27.0,84.0,143.0,435.0,,0.0
2014,27,739,SAS,San Antonio Spurs,31.0,NBA,PF,79.0,24.0,1974.0,302.0,580.0,0.52,45.0,112.0,0.4,257.0,468.0,0.55,0.56,68.0,92.0,0.74,74.0,252.0,326.0,222.0,44.0,32.0,121.0,140.0,717.0,,0.0
2015,27,739,SAS,San Antonio Spurs,32.0,NBA,PF,81.0,15.0,1984.0,291.0,632.0,0.46,54.0,169.0,0.32,237.0,463.0,0.51,0.5,72.0,93.0,0.77,78.0,270.0,348.0,233.0,36.0,23.0,126.0,148.0,708.0,,0.0
2016,27,739,SAS,San Antonio Spurs,33.0,NBA,PF,76.0,4.0,1386.0,202.0,383.0,0.53,25.0,69.0,0.36,177.0,314.0,0.56,0.56,56.0,76.0,0.74,58.0,175.0,233.0,176.0,26.0,21.0,97.0,102.0,485.0,,0.0
2017,29,739,UTA,Utah Jazz,34.0,NBA,PF,73.0,33.0,1283.0,146.0,327.0,0.45,20.0,81.0,0.25,126.0,246.0,0.51,0.48,26.0,35.0,0.74,46.0,112.0,158.0,170.0,18.0,9.0,87.0,83.0,338.0,,0.0
