Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,21,764,OKC,Oklahoma City Thunder,Luguentz Dort,"April 19, 1999",20.0,NBA,SF,36,28,820,86,218,0.39,30,101,0.3,56,117,0.48,0.46,42,53,0.79,24,57,81,27,31,4,22,97,244
2021,21,764,OKC,Oklahoma City Thunder,Luguentz Dort,"April 19, 1999",21.0,NBA,SG,33,33,979,143,359,0.4,64,195,0.33,79,164,0.48,0.49,62,83,0.75,21,92,113,48,27,9,48,79,412
