NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
21,Rafael Addison,SF,6-7,215,1964-07-22,US,2,Syracuse
7,Kenny Anderson,PG,6-0,168,1970-10-09,US,1,Georgia Tech
31,Sam Bowie,C,7-1,235,1961-03-17,US,7,Kentucky
52,Chucky Brown,SF,6-7,214,1968-02-29,US,3,NC State
10,Maurice Cheeks,PG,6-1,180,1956-09-08,US,14,West Texas A&M University
44,Derrick Coleman,PF,6-10,230,1967-06-21,US,2,Syracuse
22,Chris Dudley,C,6-11,235,1965-02-22,US,5,Yale
12,Tate George,PG,6-5,190,1968-05-29,US,2,UConn
42,Dave Hoppen,C,6-11,235,1964-03-13,US,5,Nebraska
30,Bernard King,SF,6-7,205,1956-12-04,US,13,Tennessee
20,Doug Lee,SG,6-5,200,1964-10-24,US,1,"Texas A&M, Purdue"
4,Rick Mahorn,PF,6-10,240,1958-09-21,US,11,Hampton
34,Chris Morris,SF,6-8,210,1966-01-20,US,4,Auburn
54,Dan O'Sullivan,C,6-10,250,1968-03-03,US,1,Fordham
3,Dražen Petrović,SG,6-5,195,1964-10-22,HR,3,
24,Rumeal Robinson,PG,6-2,195,1966-11-13,JM,2,Michigan
33,Dwayne Schintzius,C,7-1,260,1968-10-14,US,2,Florida
55,Jayson Williams,PF,6-9,240,1968-02-22,US,2,St. John's
