SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1993,8,DEN,3,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,2,LSU
1993,8,DEN,43,Kevin Brooks,SF,6-6,200,1969-10-12,US,1,Louisiana
1993,8,DEN,20,LaPhonso Ellis,PF,6-8,240,1970-05-05,US,R,Notre Dame
1993,8,DEN,21,Tom Hammonds,PF,6-9,215,1967-03-27,US,3,Georgia Tech
1993,8,DEN,10,Scott Hastings,C,6-10,235,1960-06-03,US,10,Arkansas
1993,8,DEN,30,Marcus Liberty,SF,6-8,205,1968-10-27,US,2,Illinois
1993,8,DEN,21,Todd Lichti,SG,6-4,205,1967-01-08,US,3,Stanford
1993,8,DEN,1,Mark Macon,PG,6-5,185,1969-04-14,US,1,Temple
1993,8,DEN,55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,1,Georgetown
1993,8,DEN,12,Robert Pack,PG,6-2,180,1969-02-03,US,1,USC
1993,8,DEN,45,Gary Plummer,PF,6-9,215,1962-02-21,US,1,Boston University
1993,8,DEN,23,Bryant Stith,SG,6-5,208,1970-12-10,US,R,Virginia
1993,8,DEN,28,Robert Werdann,C,6-11,250,1970-09-12,US,R,St. John's
1993,8,DEN,34,Reggie Williams,SF,6-7,190,1964-03-05,US,5,Georgetown
