NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,Alaa Abdelnaby,PF,6-10,240,1968-06-24,EG,2,Duke
0,Anthony Avent,PF,6-9,235,1969-10-18,US,R,Seton Hall
17,Jon Barry,SG,6-4,195,1969-07-25,US,R,"University of the Pacific, Georgia Tech"
40,Frank Brickowski,C,6-9,240,1959-08-14,US,8,Penn State
10,Todd Day,SG,6-6,188,1970-01-07,US,R,Arkansas
30,Blue Edwards,SF,6-4,200,1965-10-31,US,3,East Carolina University
54,Brad Lohaus,PF,6-11,230,1964-09-29,US,5,Iowa
8,Moses Malone,C,6-10,215,1955-03-23,US,18,
11,Lee Mayberry,PG,6-1,172,1970-06-12,US,R,Arkansas
3,Eric Murdock,PG,6-1,190,1968-06-14,US,1,Providence
53,Dan O'Sullivan,C,6-10,250,1968-03-03,US,1,Fordham
53,Alan Ogg,C,7-2,240,1967-07-05,US,2,UAB
23,Anthony Pullard,PF,6-10,245,1966-06-23,US,R,McNeese State University
34,Fred Roberts,C,6-10,218,1960-08-14,US,9,BYU
21,Alvin Robertson,SG,6-3,185,1962-07-22,US,8,Arkansas
24,Danny Schayes,C,6-11,235,1959-05-10,US,11,Syracuse
43,Alex Stivrins,SF,6-8,220,1962-11-29,US,1,"Creighton, Colorado"
20,Derek Strong,PF,6-8,220,1968-02-09,US,1,Xavier
6,Orlando Woolridge,SF,6-9,215,1959-12-16,US,11,Notre Dame
