NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
52,Victor Alexander,C,6-9,265,1969-08-31,US,1,Iowa State
35,Jud Buechler,SF,6-6,220,1968-06-19,US,2,Arizona
45,Joe Courtney,PF,6-8,235,1969-10-17,US,R,"Mississippi State, University of Southern Mississippi"
20,Pat Durham,SF,6-7,210,1967-03-10,US,R,Colorado State
25,Chris Gatling,PF,6-10,220,1967-09-03,US,1,Old Dominion
44,Jeff Grayer,SG,6-5,200,1965-12-17,US,4,Iowa State
10,Tim Hardaway,PG,6-0,175,1966-09-01,US,3,Texas-El Paso
3,Sean Higgins,SF,6-9,205,1968-12-30,US,2,Michigan
32,Tyrone Hill,C,6-9,240,1968-03-19,US,2,Xavier
21,Byron Houston,PF,6-5,250,1969-11-22,US,R,Oklahoma State
2,Keith Jennings,PG,5-7,160,1968-11-02,US,R,East Tennessee State University
53,Alton Lister,C,7-0,240,1958-10-01,US,11,Arizona State
13,Šarūnas Marčiulionis,SF,6-5,200,1964-06-13,LT,3,
17,Chris Mullin,SF,6-6,200,1963-07-30,US,7,St. John's
55,Ed Nealy,PF,6-7,238,1960-02-19,US,9,Kansas State
30,Billy Owens,PF,6-8,220,1969-05-01,US,1,Syracuse
5,Paul Pressey,SG,6-5,185,1958-12-24,US,10,Tulsa
12,Andre Spencer,SF,6-6,210,1964-07-20,US,R,Northern Arizona University
15,Latrell Sprewell,SG,6-5,190,1970-09-08,US,R,Alabama
34,Barry Stevens,SF,6-5,195,1963-01-17,US,R,Iowa State
