NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
17,Vincent Askew,SG,6-6,210,1966-02-28,US,3,Memphis
3,Dana Barros,PG,5-11,163,1967-04-13,US,3,Boston College
0,Benoit Benjamin,C,7-0,250,1964-11-22,US,7,Creighton
44,Michael Cage,C,6-9,224,1962-01-28,US,8,San Diego State
8,Eddie Johnson,SF,6-7,215,1959-05-01,US,11,Illinois
40,Shawn Kemp,PF,6-10,230,1969-11-26,US,3,Trinity Valley CC
25,Rich King,C,7-2,260,1969-04-04,US,1,Nebraska
31,Derrick McKey,SF,6-9,205,1966-10-10,US,5,Alabama
10,Nate McMillan,PG,6-5,195,1964-08-03,US,6,NC State
21,Gerald Paddio,SF,6-7,205,1965-04-21,US,1,UNLV
20,Gary Payton,PG,6-4,180,1968-07-23,US,2,Oregon State
14,Sam Perkins,PF,6-9,235,1961-06-14,US,8,UNC
22,Ricky Pierce,SG,6-4,205,1959-08-19,US,10,Rice University
55,Steve Scheffler,C,6-9,250,1967-09-03,US,2,Purdue
