NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
41,Thurl Bailey,PF,6-11,215,1961-04-07,US,9,NC State
21,Lance Blanks,SG,6-4,190,1966-09-09,US,2,"Virginia, Texas"
4,Gerald Glass,SF,6-5,221,1967-11-12,US,2,"Delta State University, Ole Miss"
32,Christian Laettner,PF,6-11,235,1969-08-17,US,R,Duke
13,Luc Longley,C,7-2,265,1969-01-19,AU,1,New Mexico
25,Marlon Maxey,PF,6-8,250,1969-02-19,US,R,"Minnesota, Texas-El Paso"
30,Bob McCann,SF,6-6,244,1964-04-22,US,2,"Upsala College, Morehead State University"
45,Chuck Person,SF,6-8,220,1964-06-27,US,6,Auburn
52,Mark Randall,PF,6-8,235,1967-09-30,US,1,Kansas
4,Brad Sellers,PF,7-0,210,1962-12-17,US,5,"Wisconsin, Ohio State"
3,Chris Smith,SG,6-3,190,1970-05-17,US,R,UConn
50,Felton Spencer,C,7-0,265,1968-01-15,US,2,Louisville
2,Gundars Vētra,SF,6-6,195,1967-05-22,LV,R,
5,Doug West,SG,6-6,200,1967-05-27,US,3,Villanova
24,Micheal Williams,PG,6-2,175,1966-07-23,US,4,Baylor
