Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2004,8,93,DEN,Denver Nuggets,19.0,NBA,SF,82.0,2995.0,17.6,0.51,0.15,0.36,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,,3.7,2.4,6.1,0.1,,1.6,-1.6,0.0,1.5
2005,8,93,DEN,Denver Nuggets,20.0,NBA,SF,75.0,2608.0,16.7,0.53,0.13,0.47,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,,2.3,2.6,4.9,0.09,,0.4,-1.6,-1.2,0.5
2006,8,93,DEN,Denver Nuggets,21.0,NBA,SF,80.0,2941.0,22.0,0.56,0.1,0.45,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,,6.8,2.6,9.4,0.15,,3.5,-0.9,2.7,3.5
2007,8,93,DEN,Denver Nuggets,22.0,NBA,SF,65.0,2486.0,22.1,0.55,0.1,0.39,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,,5.2,2.1,7.3,0.14,,3.2,-1.3,1.9,2.5
2008,8,93,DEN,Denver Nuggets,23.0,NBA,SF,77.0,2806.0,21.1,0.57,0.11,0.4,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,,5.2,3.0,8.2,0.14,,2.5,-0.9,1.6,2.5
2009,8,93,DEN,Denver Nuggets,24.0,NBA,SF,66.0,2277.0,19.0,0.53,0.14,0.39,5.6,17.0,11.5,18.1,1.7,0.8,12.3,31.5,,2.4,2.6,5.0,0.1,,1.5,-1.0,0.5,1.5
2010,8,93,DEN,Denver Nuggets,25.0,NBA,SF,69.0,2634.0,22.2,0.55,0.12,0.41,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,,5.6,2.4,7.9,0.14,,3.5,-1.2,2.3,2.9
2011,31,93,TOT,Total After Trade,26.0,NBA,SF,77.0,2751.0,21.7,0.56,0.17,0.4,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,,5.4,2.5,7.9,0.14,,3.2,-1.2,1.9,2.7
2011,8,93,DEN,Denver Nuggets,26.0,NBA,SF,50.0,1774.0,21.2,0.55,0.13,0.43,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,,2.8,1.9,4.7,0.13,,2.4,-1.0,1.4,1.5
2011,20,93,NYK,New York Knicks,26.0,NBA,SF,27.0,977.0,22.8,0.57,0.23,0.35,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31.0,,2.6,0.6,3.2,0.16,,4.6,-1.7,2.9,1.2
2012,20,93,NYK,New York Knicks,27.0,NBA,SF,55.0,1876.0,21.1,0.52,0.2,0.36,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,,3.7,2.6,6.2,0.16,,3.8,-0.2,3.6,2.7
2013,20,93,NYK,New York Knicks,28.0,NBA,PF,67.0,2482.0,24.8,0.56,0.28,0.34,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,,7.5,2.0,9.5,0.18,,6.0,-1.7,4.3,3.9
2014,20,93,NYK,New York Knicks,29.0,NBA,PF,77.0,2982.0,24.4,0.56,0.25,0.33,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,,8.1,2.5,10.7,0.17,,5.8,-0.8,5.0,5.3
2015,20,93,NYK,New York Knicks,30.0,NBA,SF,40.0,1428.0,21.5,0.53,0.22,0.29,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,,2.2,0.6,2.9,0.1,,4.9,-1.9,3.0,1.8
2016,20,93,NYK,New York Knicks,31.0,NBA,SF,72.0,2530.0,20.3,0.53,0.24,0.31,4.3,19.5,12.0,21.9,1.3,1.1,10.6,29.7,,3.9,2.5,6.4,0.12,,3.8,-0.5,3.3,3.4
2017,20,93,NYK,New York Knicks,32.0,NBA,SF,74.0,2538.0,17.9,0.54,0.3,0.26,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,,3.2,1.5,4.7,0.09,,2.3,-1.6,0.7,1.7
2018,21,93,OKC,Oklahoma City Thunder,33.0,NBA,PF,78.0,2501.0,12.7,0.5,0.41,0.16,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,,1.2,2.5,3.7,0.07,,-0.6,-1.3,-1.9,0.0
2019,11,93,HOU,Houston Rockets,34.0,NBA,PF,10.0,294.0,10.9,0.51,0.53,0.18,3.3,17.3,10.2,2.6,0.7,2.0,5.8,20.5,,0.1,0.2,0.3,0.05,,-1.3,-1.4,-2.7,-0.1
2020,25,93,POR,Portland Trail Blazers,35.0,NBA,PF,58.0,1902.0,12.4,0.52,0.29,0.21,4.0,16.1,10.1,6.4,1.2,1.2,10.5,21.2,,0.4,0.9,1.3,0.03,,-1.8,-1.8,-3.6,-0.8
2021,25,93,POR,Portland Trail Blazers,36.0,NBA,PF,14.0,350.0,13.2,0.54,0.44,0.31,0.9,12.9,6.7,7.2,1.8,2.4,6.5,20.7,,0.2,0.2,0.4,0.06,,-1.1,-1.4,-2.5,0.0
