Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,21,SEA,Seattle Supersonics,Ray Allen,29,11,11,39.6,9.3,19.5,0.47,2.8,7.5,0.38,6.5,12.1,0.53,0.55,5.1,5.7,0.89,1.1,3.2,4.3,3.9,1.3,0.4,3.1,2.0,26.5
2005,21,SEA,Seattle Supersonics,Rashard Lewis,25,8,8,39.0,5.4,13.3,0.41,0.6,3.1,0.2,4.8,10.1,0.47,0.43,5.5,6.3,0.88,1.4,4.0,5.4,1.6,0.4,0.4,2.0,3.1,16.9
2005,21,SEA,Seattle Supersonics,Luke Ridnour,23,11,11,34.4,3.8,9.7,0.39,0.4,1.5,0.24,3.5,8.2,0.42,0.41,1.7,1.8,0.95,0.9,2.4,3.3,4.3,1.2,0.7,1.6,2.1,9.7
2005,21,SEA,Seattle Supersonics,Antonio Daniels,29,11,3,30.1,4.0,8.5,0.47,0.4,1.3,0.29,3.6,7.3,0.5,0.49,5.5,6.4,0.86,0.4,2.5,2.8,4.5,1.0,0.0,1.0,1.2,13.8
2005,21,SEA,Seattle Supersonics,Jerome James,29,11,11,26.8,5.2,10.1,0.51,0.0,0.0,,5.2,10.1,0.51,0.51,2.1,2.7,0.77,3.0,3.8,6.8,0.5,0.5,1.8,1.3,4.4,12.5
2005,21,SEA,Seattle Supersonics,Vladimir Radmanovic,24,6,0,20.3,2.2,5.8,0.37,0.8,3.5,0.24,1.3,2.3,0.57,0.44,0.2,0.3,0.5,0.2,2.8,3.0,0.5,0.7,0.5,1.0,1.5,5.3
2005,21,SEA,Seattle Supersonics,Nick Collison,24,11,0,19.8,3.4,5.5,0.61,0.1,0.1,1.0,3.3,5.5,0.6,0.62,1.5,2.5,0.63,2.0,3.0,5.0,0.5,0.3,0.5,0.5,3.6,8.4
2005,21,SEA,Seattle Supersonics,Damien Wilkins,25,7,0,19.4,2.3,5.1,0.44,0.4,1.6,0.27,1.9,3.6,0.52,0.49,0.6,1.3,0.44,1.3,1.3,2.6,0.4,1.4,0.1,1.1,2.4,5.6
2005,21,SEA,Seattle Supersonics,Reggie Evans,24,11,11,18.9,1.4,3.4,0.4,0.0,0.0,,1.4,3.4,0.4,0.4,1.0,1.9,0.52,2.5,4.9,7.4,0.5,0.5,0.3,1.0,2.9,3.7
2005,21,SEA,Seattle Supersonics,Ronald Murray,25,4,0,15.5,1.0,4.8,0.21,0.0,0.5,0.0,1.0,4.3,0.24,0.21,1.0,1.8,0.57,0.5,1.0,1.5,1.3,0.0,0.5,0.5,2.0,3.0
2005,21,SEA,Seattle Supersonics,Danny Fortson,28,11,0,9.5,1.1,1.9,0.57,0.0,0.0,,1.1,1.9,0.57,0.57,1.1,1.4,0.8,0.5,1.9,2.4,0.0,0.3,0.1,1.2,3.8,3.3
2005,21,SEA,Seattle Supersonics,Vitaly Potapenko,29,5,0,7.4,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.6,0.8,1.4,0.0,0.0,0.0,0.0,1.6,2.0
