SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,7,DAL,Dirk Nowitzki,25,5,5,212,45,100,0.45,7,15,0.47,38,85,0.45,0.48,36,42,0.86,13,46,59,7,7,13,6,16,133
2004,7,DAL,Steve Nash,29,5,5,197,27,70,0.39,6,16,0.38,21,54,0.39,0.43,8,9,0.89,6,20,26,45,4,0,12,14,68
2004,7,DAL,Michael Finley,30,5,5,196,26,68,0.38,7,26,0.27,19,42,0.45,0.43,6,10,0.6,6,10,16,13,4,3,9,8,65
2004,7,DAL,Marquis Daniels,23,5,5,184,32,75,0.43,1,7,0.14,31,68,0.46,0.43,14,22,0.64,10,21,31,15,10,3,15,14,79
2004,7,DAL,Antoine Walker,27,5,5,140,22,61,0.36,1,10,0.1,21,51,0.41,0.37,4,7,0.57,23,27,50,12,6,3,9,13,49
2004,7,DAL,Antawn Jamison,27,5,0,109,26,57,0.46,2,8,0.25,24,49,0.49,0.47,11,15,0.73,15,10,25,2,5,2,5,15,65
2004,7,DAL,Josh Howard,23,5,0,86,8,36,0.22,1,5,0.2,7,31,0.23,0.24,10,11,0.91,17,15,32,4,6,6,7,12,27
2004,7,DAL,Eduardo NAjera,27,5,0,57,5,11,0.46,0,0,,5,11,0.46,0.46,2,2,1.0,10,7,17,3,3,2,2,12,12
2004,7,DAL,Scott Williams,35,3,0,11,0,4,0.0,0,0,,0,4,0.0,0.0,0,0,,2,2,4,0,0,1,0,3,0
2004,7,DAL,Tony Delk,30,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,0,0
2004,7,DAL,Shawn Bradley,31,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
