Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,12,661,IND,Indiana Pacers,Erick Dampier,"July 14, 1975",21.0,NBA,C,72.0,1052.0,11.8,0.45,0.0,0.5,11.1,22.1,16.7,6.9,1.0,5.6,17.0,21.7,-1.0,1.9,0.9,0.04,-4.4,0.7,-3.7,-0.4
1998,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",22.0,NBA,C,82.0,2656.0,14.0,0.5,0.0,0.5,10.6,18.3,14.4,6.1,0.8,3.6,15.3,18.7,1.1,2.9,4.0,0.07,-2.2,-0.2,-2.4,-0.3
1999,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",23.0,NBA,C,50.0,1414.0,11.8,0.44,0.0,0.49,12.1,16.9,14.4,6.4,1.0,3.0,15.4,18.7,-0.2,1.8,1.5,0.05,-2.9,-0.4,-3.4,-0.5
2001,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",25.0,NBA,C,43.0,1038.0,10.0,0.43,0.01,0.4,9.2,17.0,12.8,9.2,0.8,4.0,18.2,18.4,-1.0,0.6,-0.5,-0.02,-4.4,-0.8,-5.2,-0.8
2002,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",26.0,NBA,C,73.0,1740.0,11.3,0.48,0.0,0.44,10.0,13.9,11.9,7.8,0.5,6.5,21.4,17.6,-0.8,1.1,0.3,0.01,-3.9,0.4,-3.5,-0.7
2003,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",27.0,NBA,C,82.0,1978.0,15.8,0.54,0.0,0.42,13.5,15.7,14.6,4.6,0.7,5.1,15.3,15.7,3.1,1.0,4.1,0.1,-0.4,-0.6,-1.0,0.5
2004,10,661,GSW,Golden State Warriors,Erick Dampier,"July 14, 1975",28.0,NBA,C,74.0,2403.0,20.1,0.57,0.0,0.51,16.1,25.5,20.8,4.3,0.7,4.1,14.1,17.8,5.5,3.4,8.9,0.18,1.3,-0.3,1.0,1.8
2005,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",29.0,NBA,C,59.0,1609.0,15.2,0.58,0.01,0.62,13.0,21.7,17.4,4.9,0.5,3.7,17.9,15.8,2.3,2.3,4.5,0.14,-0.8,-0.1,-0.9,0.5
2006,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",30.0,NBA,C,82.0,1934.0,13.9,0.53,0.0,0.62,17.3,22.4,19.9,4.0,0.8,4.2,20.7,13.4,1.9,2.9,4.8,0.12,-1.5,-0.1,-1.7,0.2
2007,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",31.0,NBA,C,76.0,1915.0,14.9,0.64,0.0,0.57,14.0,21.5,17.8,3.5,0.7,3.3,20.4,12.8,3.3,3.1,6.4,0.16,-0.5,0.7,0.2,1.1
2008,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",32.0,NBA,C,72.0,1755.0,15.3,0.64,0.0,0.53,14.1,21.2,17.8,5.4,0.7,4.4,19.0,11.2,3.3,2.8,6.0,0.16,-0.2,1.2,1.1,1.4
2009,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",33.0,NBA,C,80.0,1836.0,15.7,0.66,0.0,0.5,13.6,21.6,17.7,6.1,0.7,3.8,17.8,10.4,3.9,2.3,6.1,0.16,0.0,0.6,0.6,1.2
2010,7,661,DAL,Dallas Mavericks,Erick Dampier,"July 14, 1975",34.0,NBA,C,55.0,1280.0,14.0,0.64,0.01,0.47,11.6,24.1,17.9,3.5,0.6,4.5,19.2,11.4,1.8,2.0,3.7,0.14,-1.6,1.0,-0.6,0.5
2011,16,661,MIA,Miami Heat,Erick Dampier,"July 14, 1975",35.0,NBA,C,51.0,815.0,9.7,0.59,0.01,0.49,8.2,17.1,12.9,3.8,0.9,4.5,22.8,8.1,0.5,1.4,1.9,0.11,-2.0,1.7,-0.3,0.4
2012,1,661,ATL,Atlanta Hawks,Erick Dampier,"July 14, 1975",36.0,NBA,C,15.0,83.0,5.5,0.12,0.0,0.0,14.3,21.0,17.7,6.5,0.6,3.7,27.3,6.2,-0.1,0.1,0.1,0.04,-4.9,0.2,-4.7,-0.1
