Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,,1431,CHH,None,24.0,NBA,SF,30.0,0.0,197.0,4.4,14.2,0.31,0.3,0.8,0.33,4.1,13.4,0.31,3.3,3.8,0.86,4.1,5.4,9.5,2.2,0.5,1.4,2.2,7.4,12.3,,89.0,103.0
2002,23.0,1431,PHI,Philadelphia 76Ers,25.0,NBA,SF,9.0,0.0,41.0,6.6,17.1,0.38,0.0,0.0,,6.6,17.1,0.38,2.6,7.9,0.33,6.6,2.6,9.2,1.3,0.0,1.3,4.0,6.6,15.8,,81.0,107.0
