Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,20,NYK,New York Knicks,Mark Jackson,22,4,4,171,4.6,12.6,0.37,1.1,2.5,0.42,3.6,10.1,0.35,1.7,2.3,0.73,1.3,2.7,4.0,8.2,2.1,0.0,2.9,2.7,12.0,1408
1988,20,NYK,New York Knicks,Patrick Ewing,25,4,4,153,6.6,13.4,0.49,0.0,0.2,0.0,6.6,13.2,0.5,4.5,5.2,0.86,3.8,8.2,12.0,2.4,1.4,3.1,2.6,4.0,17.6,884
1988,20,NYK,New York Knicks,Gerald Wilkins,24,4,4,149,8.0,16.7,0.48,0.5,1.0,0.5,7.5,15.7,0.48,2.9,3.4,0.86,0.2,1.7,1.9,4.6,1.0,0.0,2.7,2.9,19.3,3121
1988,20,NYK,New York Knicks,Johnny Newman,24,4,2,113,9.9,21.7,0.46,0.0,2.9,0.0,9.9,18.8,0.52,4.5,5.1,0.88,2.5,1.0,3.5,2.2,1.9,0.3,1.9,5.1,24.2,2136
1988,20,NYK,New York Knicks,Sidney Green,27,4,4,93,3.1,6.6,0.47,0.0,0.0,,3.1,6.6,0.47,0.0,0.0,,3.1,9.7,12.8,2.7,0.0,0.4,3.5,5.4,6.2,1114
1988,20,NYK,New York Knicks,Kenny Walker,23,4,2,80,3.6,10.8,0.33,0.0,0.0,,3.6,10.8,0.33,0.9,0.9,1.0,1.4,2.7,4.1,2.3,0.9,1.4,0.5,5.0,8.1,3003
1988,20,NYK,New York Knicks,Bill Cartwright,30,4,0,76,4.3,8.5,0.5,0.0,0.0,,4.3,8.5,0.5,5.2,7.1,0.73,3.8,5.2,9.0,2.8,0.0,1.4,3.8,5.7,13.7,495
1988,20,NYK,New York Knicks,Trent Tucker,28,4,0,71,4.1,9.6,0.42,3.0,6.6,0.46,1.0,3.0,0.33,1.5,2.0,0.75,0.0,1.0,1.0,2.0,1.5,0.0,0.5,2.0,12.7,2918
1988,20,NYK,New York Knicks,Pat Cummings,31,3,0,28,2.6,6.4,0.4,0.0,0.0,,2.6,6.4,0.4,3.9,5.1,0.75,2.6,6.4,9.0,3.9,0.0,0.0,0.0,14.1,9.0,643
1988,20,NYK,New York Knicks,Sedric Toney,25,3,0,15,7.2,14.4,0.5,7.2,14.4,0.5,0.0,0.0,,4.8,4.8,1.0,0.0,0.0,0.0,4.8,2.4,0.0,4.8,9.6,26.4,2894
1988,20,NYK,New York Knicks,Rick Carlisle,28,2,0,8,4.5,18.0,0.25,0.0,9.0,0.0,4.5,9.0,0.5,0.0,0.0,,4.5,4.5,9.0,0.0,4.5,0.0,0.0,4.5,9.0,472
1988,20,NYK,New York Knicks,Louis Orr,29,2,0,3,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,12.0,24.0,0.5,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,2211
