SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,9,DET,Isiah Thomas,26,23,23,911,7.2,16.6,0.44,0.5,1.7,0.3,6.7,14.8,0.45,4.9,6.0,0.83,1.0,3.2,4.2,7.9,2.6,0.3,3.4,2.8,19.9
1988,9,DET,Adrian Dantley,32,23,23,804,6.9,13.1,0.52,0.0,0.1,0.0,6.9,13.0,0.53,6.3,8.0,0.79,1.7,3.1,4.8,2.1,0.9,0.0,2.3,2.2,20.0
1988,9,DET,Joe Dumars,24,23,23,804,5.1,11.1,0.46,0.1,0.3,0.33,5.0,10.8,0.46,2.5,2.8,0.89,0.8,1.4,2.2,5.0,0.6,0.1,1.8,2.2,12.7
1988,9,DET,Bill Laimbeer,30,23,23,779,5.3,11.6,0.46,0.2,0.8,0.29,5.0,10.8,0.47,1.8,2.1,0.89,2.0,8.2,10.2,2.0,0.8,0.9,1.4,3.6,12.6
1988,9,DET,John Salley,23,23,0,623,3.2,6.0,0.54,0.0,0.1,0.0,3.2,6.0,0.54,2.8,4.0,0.71,3.7,5.3,9.0,1.2,0.9,2.1,1.3,5.1,9.3
1988,9,DET,Vinnie Johnson,31,23,0,477,7.6,18.0,0.42,0.1,0.5,0.14,7.5,17.5,0.43,2.5,3.8,0.66,2.6,3.0,5.7,3.2,1.3,0.3,1.6,3.6,17.8
1988,9,DET,Dennis Rodman,26,23,0,474,5.4,10.3,0.52,0.0,0.2,0.0,5.4,10.2,0.53,1.7,4.1,0.41,3.9,6.5,10.3,1.6,1.1,1.1,2.4,6.6,12.5
1988,9,DET,Rick Mahorn,29,23,21,409,2.7,7.9,0.34,0.0,0.0,,2.7,7.9,0.34,1.1,1.7,0.68,1.7,6.2,7.8,1.1,0.4,0.9,1.4,5.6,6.6
1988,9,DET,James Edwards,32,22,2,308,6.5,12.9,0.51,0.0,0.1,0.0,6.5,12.7,0.51,3.2,4.8,0.66,2.7,5.3,7.9,1.3,0.2,1.2,1.2,6.4,16.2
1988,9,DET,Ralph Lewis,24,10,0,17,4.2,12.7,0.33,0.0,2.1,0.0,4.2,10.6,0.4,0.0,0.0,,6.4,10.6,16.9,2.1,0.0,0.0,0.0,4.2,8.5
1988,9,DET,Walker Russell,27,7,0,10,7.2,18.0,0.4,0.0,0.0,,7.2,18.0,0.4,7.2,7.2,1.0,0.0,0.0,0.0,3.6,3.6,0.0,3.6,3.6,21.6
1988,9,DET,Chuck Nevitt,28,3,0,4,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,0.0,,18.0,9.0,27.0,0.0,0.0,0.0,9.0,9.0,18.0
