Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,20,1899,NYK,New York Knicks,Walter McCarty,"February 1, 1974",22.0,NBA,PF,35.0,0.0,192.0,4.9,12.7,0.38,0.7,2.6,0.29,4.1,10.1,0.41,1.5,2.6,0.57,1.5,2.8,4.3,2.4,1.3,1.7,3.2,7.1,12.0
1998,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",23.0,NBA,SF,82.0,64.0,2340.0,4.5,11.2,0.4,0.8,2.7,0.31,3.7,8.5,0.43,2.2,3.0,0.74,2.2,3.4,5.6,2.7,1.7,0.7,2.2,4.2,12.1
1999,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",24.0,NBA,PF,32.0,4.0,659.0,3.5,9.7,0.36,0.7,2.7,0.26,2.8,6.9,0.4,2.2,3.1,0.7,2.0,4.3,6.3,2.2,1.3,0.7,2.2,4.8,9.9
2001,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",26.0,NBA,PF,60.0,3.0,478.0,3.4,9.5,0.36,1.4,4.2,0.34,2.0,5.3,0.37,1.7,2.1,0.79,1.8,4.3,6.1,2.9,1.1,0.5,1.5,6.2,9.9
2002,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",27.0,NBA,PF,56.0,0.0,718.0,4.0,9.0,0.44,2.0,5.0,0.39,2.1,4.1,0.51,0.7,1.0,0.68,1.6,4.8,6.4,2.1,0.9,0.4,1.1,4.2,10.6
2003,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",28.0,NBA,SF,82.0,8.0,1949.0,3.2,7.7,0.41,1.7,4.6,0.37,1.5,3.1,0.48,1.1,1.8,0.62,1.2,4.1,5.3,2.0,1.4,0.5,1.2,3.5,9.2
2004,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",29.0,NBA,PF,77.0,23.0,1900.0,3.8,9.9,0.39,2.6,6.9,0.37,1.3,3.0,0.42,1.2,1.6,0.76,0.5,4.0,4.5,2.3,1.4,0.4,1.7,3.4,11.5
2005,31,1899,TOT,Total After Trade,Walter McCarty,"February 1, 1974",30.0,NBA,PF,72.0,0.0,906.0,3.8,9.3,0.4,2.2,6.2,0.36,1.6,3.2,0.5,0.6,1.2,0.52,1.2,4.3,5.5,1.5,1.0,0.6,1.4,5.7,10.3
2005,2,1899,BOS,Boston Celtics,Walter McCarty,"February 1, 1974",30.0,NBA,PF,44.0,0.0,553.0,4.0,9.8,0.41,2.0,5.9,0.33,2.1,3.9,0.53,0.5,1.0,0.53,1.4,3.6,5.0,1.7,1.0,0.6,1.1,5.5,10.5
2005,24,1899,PHO,Phoenix Suns,Walter McCarty,"February 1, 1974",30.0,NBA,PF,28.0,0.0,353.0,3.4,8.7,0.39,2.5,6.6,0.38,0.8,2.0,0.4,0.7,1.4,0.5,0.8,5.4,6.2,1.1,1.0,0.6,1.9,6.0,10.0
2006,13,1899,LAC,Los Angeles Clippers,Walter McCarty,"February 1, 1974",31.0,NBA,SF,36.0,1.0,353.0,3.4,10.1,0.33,1.0,4.6,0.22,2.3,5.5,0.43,1.2,2.1,0.57,1.5,5.4,6.9,2.3,0.8,0.5,1.9,5.3,9.0
