Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",24.0,NBA,C,82.0,2793.0,16.5,0.53,0.0,0.3,7.4,26.9,17.1,13.7,1.1,1.5,15.3,18.6,3.3,5.3,8.6,0.15,0.5,1.3,1.8,2.7
1981,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",25.0,NBA,C,82.0,2920.0,18.0,0.51,0.0,0.32,7.1,24.6,16.0,13.2,1.3,1.7,11.9,23.6,3.5,4.5,8.0,0.13,0.9,0.5,1.4,2.5
1982,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",26.0,NBA,C,82.0,3049.0,20.6,0.56,0.01,0.43,8.2,28.0,18.5,13.1,1.6,1.9,12.9,22.5,5.9,6.7,12.6,0.2,2.2,1.7,3.9,4.5
1983,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",27.0,NBA,C,75.0,2564.0,19.6,0.55,0.01,0.46,9.3,25.7,17.8,12.6,1.6,1.3,13.2,22.5,5.2,4.6,9.8,0.18,1.6,0.9,2.5,2.9
1984,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",28.0,NBA,C,82.0,2993.0,19.7,0.57,0.0,0.42,8.6,25.9,17.3,16.0,1.5,1.7,14.7,22.2,5.3,4.4,9.7,0.16,1.7,1.2,2.9,3.7
1985,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",29.0,NBA,C,68.0,2402.0,20.4,0.56,0.01,0.42,7.9,27.0,17.4,18.6,1.7,2.2,12.5,22.2,4.6,3.7,8.3,0.17,2.4,2.0,4.4,3.9
1986,21,2625,SEA,Seattle Supersonics,Jack Sikma,"November 14, 1955",30.0,NBA,C,80.0,2790.0,17.6,0.54,0.01,0.37,6.0,26.2,15.9,16.5,1.6,1.6,14.3,22.4,3.4,4.4,7.8,0.13,1.0,1.5,2.5,3.1
1987,17,2625,MIL,Milwaukee Bucks,Jack Sikma,"November 14, 1955",31.0,NBA,C,82.0,2536.0,16.0,0.53,0.0,0.37,9.0,27.3,18.0,11.1,1.7,2.2,14.0,18.4,2.7,4.7,7.4,0.14,-0.1,1.2,1.1,2.0
1988,17,2625,MIL,Milwaukee Bucks,Jack Sikma,"November 14, 1955",32.0,NBA,C,82.0,2923.0,17.4,0.56,0.01,0.33,7.5,19.8,13.7,14.1,1.6,1.6,11.5,19.7,5.4,3.9,9.4,0.15,1.3,1.1,2.3,3.2
1989,17,2625,MIL,Milwaukee Bucks,Jack Sikma,"November 14, 1955",33.0,NBA,C,80.0,2587.0,15.8,0.55,0.26,0.35,6.2,21.9,13.9,15.5,1.6,1.5,13.1,17.8,4.5,3.7,8.1,0.15,1.5,1.4,2.8,3.2
1990,17,2625,MIL,Milwaukee Bucks,Jack Sikma,"November 14, 1955",34.0,NBA,C,71.0,2250.0,14.7,0.52,0.24,0.31,5.5,19.8,12.5,14.6,1.7,1.3,12.9,20.1,2.3,2.7,5.0,0.11,0.2,0.5,0.6,1.5
1991,17,2625,MIL,Milwaukee Bucks,Jack Sikma,"November 14, 1955",35.0,NBA,C,77.0,1940.0,13.7,0.52,0.2,0.28,6.5,20.8,13.5,10.7,1.7,2.1,14.3,20.1,1.0,2.6,3.5,0.09,-0.8,0.3,-0.5,0.8
