Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1708,36.0,18.0,26.13,4.4,9.63,0.46,0.78,2.23,0.35,3.62,7.4,0.49,0.5,2.43,3.02,0.81,0.67,1.72,2.37,4.15,0.95,0.05,1.22,1.83,11.97
