PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Karl Malone,28,81,3054,25.4,0.599,0.011000000000000001,0.5710000000000001,8.7,24.1,16.8,13.4,1.8,1.0,11.6,30.3,,9.9,5.2,15.1,0.237,,5.2,0.6,5.7,5.9
John Stockton,29,82,3002,22.8,0.59,0.217,0.39,2.7,7.3,5.1,53.7,4.1,0.4,20.6,19.9,,8.8,4.6,13.4,0.215,,6.0,2.7,8.7,8.1
Jeff Malone,30,81,2922,15.1,0.5539999999999999,0.009000000000000001,0.21100000000000002,2.0,6.8,4.5,10.0,1.0,0.1,8.7,23.9,,4.5,2.1,6.6,0.10800000000000001,,-0.1,-1.5,-1.7,0.3
Blue Edwards,26,81,2283,13.7,0.569,0.124,0.17600000000000002,4.5,10.0,7.4,9.1,1.8,1.2,12.0,19.2,,2.6,2.7,5.2,0.11,,-0.4,0.4,0.0,1.1
Mark Eaton,35,81,2023,9.1,0.478,0.0,0.363,8.8,18.2,13.7,2.5,0.9,6.2,17.7,7.2,,0.4,3.5,3.8,0.091,,-2.9,2.4,-0.5,0.7
Tyrone Corbin,29,69,1863,13.6,0.562,0.006,0.303,8.9,15.3,12.2,8.0,1.9,0.5,11.4,14.4,,2.9,2.5,5.4,0.139,,-0.2,0.6,0.4,1.2
Mike Brown,28,82,1783,12.3,0.515,0.002,0.584,12.4,17.5,15.1,6.3,1.2,1.2,14.6,17.4,,1.4,2.3,3.7,0.1,,-1.6,-0.7,-2.3,-0.1
David Benoit,23,77,1161,12.1,0.518,0.037000000000000005,0.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,,0.5,1.5,2.0,0.085,,-2.1,-0.7,-2.9,-0.3
Delaney Rudd,29,65,538,10.0,0.467,0.25,0.223,3.3,7.8,5.7,28.5,1.4,0.1,19.2,20.5,,-0.2,0.5,0.3,0.027999999999999997,,-2.8,-1.3,-4.1,-0.3
Eric Murdock,23,50,478,13.6,0.484,0.142,0.33299999999999996,5.2,7.4,6.4,27.9,3.2,0.9,19.2,23.4,,-0.1,0.7,0.6,0.055999999999999994,,-1.3,0.6,-0.7,0.2
Corey Crowder,22,51,328,8.4,0.475,0.268,0.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,,0.1,0.3,0.4,0.053,,-2.6,-1.1,-3.7,-0.1
Thurl Bailey,30,13,327,12.0,0.48700000000000004,0.01,0.545,8.3,18.1,13.5,8.0,0.8,2.8,14.4,19.3,,0.1,0.4,0.5,0.079,,-1.9,-0.1,-2.0,0.0
Isaac Austin,22,31,112,15.0,0.515,0.0,0.652,11.6,23.1,17.6,6.7,0.9,1.1,11.9,25.9,,0.1,0.2,0.3,0.11199999999999999,,-3.0,-1.4,-4.4,-0.1
Bob Thornton,29,2,6,1.7,0.254,0.0,0.28600000000000003,39.5,0.0,18.8,0.0,0.0,0.0,0.0,56.6,,0.0,0.0,0.0,-0.28800000000000003,,-17.1,-18.7,-35.8,-0.1
