SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,26,SAC,Mitch Richmond,26,80,3095,16.3,0.55,0.18,0.28,2.2,9.0,5.6,21.3,1.4,0.6,13.1,25.5,3.4,1.5,4.9,0.08,1.3,-1.3,0.0,1.5
1992,26,SAC,Lionel Simmons,23,78,2895,16.5,0.5,0.0,0.31,5.5,18.1,11.8,17.6,2.2,2.7,14.2,22.2,0.8,3.5,4.3,0.07,0.0,1.1,1.1,2.2
1992,26,SAC,Spud Webb,28,77,2724,15.1,0.54,0.2,0.3,1.2,7.7,4.4,29.5,2.2,0.5,16.7,21.0,2.5,1.6,4.1,0.07,0.2,-1.0,-0.8,0.8
1992,26,SAC,Wayman Tisdale,27,72,2521,13.9,0.53,0.0,0.19,5.8,14.3,10.0,6.6,1.1,1.8,9.9,20.8,1.6,1.8,3.4,0.06,-1.6,-1.1,-2.8,-0.5
1992,26,SAC,Duane Causwell,23,80,2291,12.4,0.57,0.0,0.49,9.2,18.1,13.6,3.5,1.0,5.5,18.3,12.3,1.3,2.6,3.9,0.08,-3.0,1.1,-1.9,0.0
1992,26,SAC,Anthony Bonner,23,79,2287,10.9,0.48,0.01,0.37,9.0,13.9,11.4,7.6,2.0,0.7,14.8,16.4,-0.2,1.9,1.6,0.04,-2.7,-0.8,-3.5,-0.8
1992,26,SAC,Dennis Hopson,26,69,1304,17.2,0.53,0.08,0.43,8.6,8.4,8.5,12.4,2.4,1.7,12.5,25.7,1.1,1.0,2.1,0.08,1.0,-0.6,0.4,0.8
1992,26,SAC,Pete Chilcutt,23,69,817,11.2,0.48,0.01,0.11,10.3,14.4,12.3,6.6,1.9,1.2,13.5,15.5,0.0,0.7,0.7,0.04,-2.2,-0.6,-2.8,-0.2
1992,26,SAC,Jim Les,28,62,712,12.8,0.54,0.68,0.24,1.7,7.9,4.8,27.1,2.1,0.2,16.5,14.9,0.9,0.4,1.3,0.09,-0.2,-0.4,-0.6,0.3
1992,26,SAC,Randy Brown,23,56,535,11.5,0.49,0.04,0.34,5.2,8.7,7.0,15.7,3.2,1.3,17.8,18.5,-0.2,0.5,0.3,0.03,-3.4,1.2,-2.2,0.0
1992,26,SAC,Dwayne Schintzius,23,33,400,10.6,0.45,0.03,0.1,11.5,20.3,15.9,7.0,0.7,4.1,13.4,14.7,-0.1,0.4,0.4,0.04,-4.3,0.0,-4.3,-0.2
1992,26,SAC,Les Jepsen,24,31,87,10.1,0.43,0.04,0.46,14.8,22.4,18.6,1.6,0.6,3.4,9.4,15.3,0.0,0.1,0.1,0.06,-4.5,-2.0,-6.5,-0.1
1992,26,SAC,Stephen Thompson,23,18,76,14.6,0.39,0.03,0.24,15.5,10.0,12.8,13.7,3.8,2.3,7.4,22.3,-0.1,0.1,0.0,0.02,-1.0,0.3,-0.7,0.0
1992,26,SAC,Bob Hansen,31,2,40,5.3,0.44,0.22,0.0,5.4,5.4,5.4,3.4,1.2,0.0,0.0,9.4,0.0,0.0,0.0,0.03,-6.3,0.0,-6.3,0.0
1992,26,SAC,Carl Thomas,22,1,31,6.4,0.47,0.17,0.17,0.0,0.0,0.0,4.7,1.6,0.0,7.2,18.7,0.0,0.0,0.0,-0.03,-5.1,-3.4,-8.6,-0.1
1992,26,SAC,Steve Scheffler,24,4,15,27.1,0.97,0.0,3.0,14.3,7.2,10.8,0.0,0.0,3.9,0.0,12.9,0.1,0.0,0.1,0.41,6.2,0.3,6.5,0.0
