PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Hersey Hawkins,25,81,3013,17.0,0.578,0.203,0.409,2.0,8.2,5.1,13.0,2.7,0.9,12.4,22.1,,5.4,2.4,7.8,0.124,,1.3,0.5,1.8,2.9
Charles Barkley,28,75,2881,24.5,0.612,0.122,0.58,10.9,22.0,16.5,18.1,2.4,0.9,14.3,25.1,,8.6,3.7,12.3,0.205,,5.6,0.8,6.3,6.1
Johnny Dawkins,28,82,2815,13.3,0.502,0.11199999999999999,0.20600000000000002,1.7,7.5,4.6,30.2,1.6,0.1,15.7,18.2,,2.3,1.2,3.6,0.061,,-0.3,-1.5,-1.8,0.2
Armen Gilliam,27,81,2771,18.0,0.575,0.002,0.425,9.7,17.5,13.6,6.8,0.9,1.9,12.3,21.5,,5.3,2.3,7.6,0.131,,1.3,-1.2,0.1,1.5
Ron Anderson,33,82,2432,14.1,0.52,0.126,0.162,4.6,8.5,6.5,9.0,1.8,0.3,9.2,21.5,,2.2,1.3,3.5,0.07,,-0.2,-1.1,-1.4,0.4
Charles Shackleford,25,72,1399,13.4,0.51,0.002,0.225,12.0,21.9,17.0,5.0,1.4,2.2,11.8,16.5,,1.1,1.6,2.7,0.09300000000000001,,-2.2,-0.5,-2.7,-0.2
Manute Bol,29,71,1267,7.7,0.39399999999999996,0.07,0.203,4.9,15.1,10.0,2.3,0.4,9.8,22.7,6.3,,-0.9,1.6,0.8,0.027999999999999997,,-4.7,3.5,-1.3,0.2
Greg Grant,25,55,834,13.3,0.494,0.083,0.10099999999999999,1.8,7.1,4.5,34.7,2.3,0.1,15.3,14.1,,1.0,0.5,1.5,0.086,,-0.3,-0.3,-0.7,0.3
Jayson Williams,23,50,646,7.4,0.42100000000000004,0.0,0.42700000000000005,11.1,14.6,12.8,2.7,1.6,1.9,15.2,19.6,,-0.8,0.6,-0.3,-0.02,,-6.2,-1.7,-7.9,-1.0
Mitchell Wiggins,32,49,569,8.9,0.42,0.004,0.223,8.7,10.2,9.5,5.9,1.8,0.1,9.0,21.3,,-0.4,0.3,-0.1,-0.008,,-4.4,-2.0,-6.4,-0.6
Kenny Payne,25,49,353,11.9,0.478,0.083,0.09,4.3,13.2,8.8,7.7,2.3,1.4,11.2,21.1,,-0.2,0.3,0.2,0.025,,-2.4,-0.4,-2.9,-0.1
Brian Oliver,23,34,279,3.6,0.369,0.04,0.22,4.1,8.1,6.2,10.4,1.8,0.4,18.0,21.0,,-0.8,0.2,-0.7,-0.115,,-7.7,-1.8,-9.5,-0.5
Tharon Mayes,23,21,215,6.8,0.42,0.415,0.319,1.6,6.3,4.0,22.0,3.3,0.3,20.7,27.6,,-0.6,0.2,-0.4,-0.096,,-5.3,-0.9,-6.2,-0.2
Jeff Ruland,33,13,209,6.1,0.5660000000000001,0.0,0.42100000000000004,8.8,16.8,12.9,3.4,1.7,1.2,30.8,13.7,,-0.2,0.2,0.0,0.006,,-6.6,0.5,-6.0,-0.2
Dave Hoppen,27,11,40,2.7,0.395,0.0,1.429,2.9,25.5,14.3,6.6,0.0,0.0,20.8,15.8,,-0.1,0.0,-0.1,-0.071,,-7.1,-2.0,-9.1,-0.1
Michael Ansley,24,8,32,9.5,0.55,0.0,0.545,7.2,7.1,7.2,9.6,0.0,0.0,18.0,22.8,,0.0,0.0,0.0,0.027999999999999997,,-3.7,-3.0,-6.8,0.0
