TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAS,82,19755,2613,6388,0.41,311,951,0.33,2302,5437,0.42,1372,1844,0.74,909,2459,3368,1419,635,380,1254,1837,6909
DET,82,19780,2633,6378,0.41,356,1180,0.3,2277,5198,0.44,1287,1730,0.74,980,2353,3333,1561,649,410,1310,1877,6909
IND,82,19805,2671,6180,0.43,329,1014,0.32,2342,5166,0.45,1350,1800,0.75,867,2423,3290,1649,582,512,1301,1794,7021
NJN,82,19705,2693,6302,0.43,418,1193,0.35,2275,5109,0.44,1392,1830,0.76,873,2471,3344,1627,656,374,1321,1739,7196
HOU,82,19930,2636,6405,0.41,457,1227,0.37,2179,5178,0.42,1491,2024,0.74,907,2351,3258,1689,710,359,1103,1695,7220
TOR,82,19980,2722,6365,0.43,273,889,0.31,2449,5476,0.45,1536,2055,0.75,1034,2662,3696,1518,590,333,1196,1619,7253
MIN,82,19755,2741,6625,0.41,395,1181,0.33,2346,5444,0.43,1426,1893,0.75,1001,2400,3401,1701,547,296,1106,1656,7303
MIA,82,19755,2658,6205,0.43,431,1256,0.34,2227,4949,0.45,1612,2100,0.77,892,2486,3378,1526,578,439,1207,1729,7359
UTA,82,19780,2541,5879,0.43,415,1209,0.34,2126,4670,0.46,1874,2431,0.77,868,2131,2999,1528,666,530,1262,1999,7371
PHI,82,19855,2751,6369,0.43,443,1329,0.33,2308,5040,0.46,1474,1982,0.74,996,2398,3394,1747,678,463,1245,1757,7419
NOH,82,19830,2843,6443,0.44,444,1301,0.34,2399,5142,0.47,1407,1877,0.75,972,2477,3449,1790,613,429,1282,1734,7537
POR,82,19980,2954,6567,0.45,417,1222,0.34,2537,5345,0.48,1219,1618,0.75,1016,2292,3308,1912,657,390,1120,1534,7544
NYK,82,19880,2785,6491,0.43,415,1228,0.34,2370,5263,0.45,1678,2198,0.76,950,2444,3394,1676,675,383,1132,1600,7663
GSW,82,19855,2948,6630,0.44,414,1107,0.37,2534,5523,0.46,1399,1875,0.75,981,2532,3513,1762,666,418,1145,1801,7709
MEM,82,19880,2859,6550,0.44,369,1091,0.34,2490,5459,0.46,1643,2150,0.76,1099,2508,3607,1674,673,461,1395,1891,7730
LAL,82,19855,2920,6640,0.44,420,1247,0.34,2500,5393,0.46,1472,1964,0.75,922,2558,3480,1708,616,308,1254,2024,7732
CLE,82,19855,2956,6759,0.44,431,1162,0.37,2525,5597,0.45,1491,1990,0.75,971,2475,3446,1783,635,434,1071,1656,7834
CHI,82,19830,2882,6611,0.44,439,1235,0.36,2443,5376,0.45,1673,2238,0.75,1011,2682,3693,1890,694,446,1250,1684,7876
DEN,82,19730,3019,6662,0.45,376,1056,0.36,2643,5606,0.47,1470,2020,0.73,1056,2465,3521,1931,664,479,1399,1895,7884
BOS,82,19705,2894,6626,0.44,555,1534,0.36,2339,5092,0.46,1587,2157,0.74,1069,2524,3593,1882,719,408,1406,1819,7930
MIL,82,19780,3034,6719,0.45,456,1296,0.35,2578,5423,0.48,1428,1932,0.74,983,2521,3504,1870,615,406,1164,1878,7952
WAS,82,19830,3061,6740,0.45,424,1238,0.34,2637,5502,0.48,1444,1874,0.77,1048,2520,3568,1966,786,448,1321,1783,7990
ALT,82,19905,2968,6740,0.44,482,1345,0.36,2486,5395,0.46,1574,2072,0.76,1048,2485,3533,1803,731,416,1151,1699,7992
SEA,82,19805,2980,6622,0.45,486,1394,0.35,2494,5228,0.48,1570,2028,0.77,1068,2430,3498,1728,629,387,1211,1658,8016
SAC,82,19780,3140,6920,0.45,409,1205,0.34,2731,5715,0.48,1333,1780,0.75,1080,2521,3601,1743,651,413,1225,1817,8022
PHO,82,19730,2975,6671,0.45,479,1374,0.35,2496,5297,0.47,1601,2092,0.76,1038,2550,3588,1760,649,431,1304,1589,8030
LAC,82,19805,3075,6687,0.46,452,1256,0.36,2623,5431,0.48,1545,2086,0.74,1033,2358,3391,1874,693,437,1122,1861,8147
DAL,82,19805,3133,6824,0.46,534,1471,0.36,2599,5353,0.49,1462,1960,0.75,1009,2562,3571,1937,582,382,1242,1690,8262
ORL,82,19830,3169,6804,0.47,491,1301,0.38,2678,5503,0.49,1458,1964,0.74,1072,2570,3642,2004,625,450,1111,1691,8287
