TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
CHI,82,19855,3276,6967,0.47,108,368,0.29,3168,6599,0.48,1670,2205,0.76,1023,2268,3291,2079,597,415,1244,1880,8330
CLE,82,19780,3383,7101,0.48,127,400,0.32,3256,6701,0.49,1611,2044,0.79,1159,2255,3414,1989,692,449,1439,2021,8504
DET,82,19780,3334,7134,0.47,114,394,0.29,3220,6740,0.48,1751,2298,0.76,1144,2276,3420,1964,649,406,1328,2164,8533
ALT,82,19780,3243,6885,0.47,136,406,0.34,3107,6479,0.48,1927,2480,0.78,1156,2353,3509,1976,640,353,1322,2008,8549
UTA,82,19705,3273,7283,0.45,146,464,0.32,3127,6819,0.46,1905,2475,0.77,1277,2444,3721,1991,771,472,1467,2013,8597
DAL,82,19755,3468,7385,0.47,167,517,0.32,3301,6868,0.48,1499,1957,0.77,1200,2233,3433,2240,612,436,1228,1997,8602
IND,82,19705,3335,7060,0.47,118,368,0.32,3217,6692,0.48,1858,2446,0.76,1160,2500,3660,1933,700,407,1269,1859,8646
MIL,82,19780,3344,7063,0.47,133,442,0.3,3211,6621,0.48,1832,2410,0.76,1172,2400,3572,2135,621,449,1346,1952,8653
NYK,82,19805,3202,6710,0.48,114,375,0.3,3088,6335,0.49,2177,2806,0.78,1155,2284,3439,2005,705,447,1631,1969,8695
WAB,82,19880,3459,7235,0.48,128,390,0.33,3331,6845,0.49,1670,2246,0.74,1228,2364,3592,2134,690,527,1384,1966,8716
LAL,82,19805,3551,7467,0.48,131,439,0.3,3420,7028,0.49,1538,2020,0.76,1175,2249,3424,2200,732,390,1246,1940,8771
PHI,82,19905,3501,7063,0.5,143,423,0.34,3358,6640,0.51,1640,2163,0.76,1109,2225,3334,2217,718,441,1280,2118,8785
HOU,82,19680,3454,7420,0.46,108,393,0.28,3346,7027,0.48,1805,2352,0.77,1261,2506,3767,1951,737,365,1405,2012,8821
BOS,82,19780,3497,7260,0.48,110,366,0.3,3387,6894,0.49,1724,2249,0.77,1122,2194,3316,2061,734,346,1176,1989,8828
NJN,82,19780,3437,6918,0.5,131,363,0.36,3306,6555,0.5,1895,2419,0.78,1034,2461,3495,1993,809,522,1433,1942,8900
LAC,82,19805,3513,7360,0.48,124,363,0.34,3389,6997,0.48,1799,2309,0.78,1241,2666,3907,2300,842,483,1452,1912,8949
SEA,82,19855,3298,6798,0.48,130,400,0.32,3168,6398,0.5,2240,2992,0.75,1128,2306,3434,1964,606,423,1533,1963,8966
POR,82,19730,3492,7341,0.48,141,462,0.3,3351,6879,0.49,2022,2632,0.77,1153,2400,3553,2154,648,376,1443,2135,9147
DEN,82,19780,3608,7356,0.49,113,377,0.3,3495,6979,0.5,1910,2508,0.76,1179,2748,3927,2171,621,510,1606,1989,9239
PHO,82,19730,3609,7248,0.5,128,421,0.3,3481,6827,0.51,1922,2506,0.77,1104,2416,3520,2225,710,441,1296,1901,9268
SAC,82,19780,3718,7465,0.5,120,370,0.32,3598,7095,0.51,1771,2326,0.76,1153,2424,3577,2176,784,533,1195,1951,9327
GSW,82,19780,3627,7244,0.5,152,470,0.32,3475,6774,0.51,2047,2700,0.76,1209,2509,3718,2271,747,432,1413,1811,9453
SAS,82,19805,3851,7678,0.5,157,450,0.35,3694,7228,0.51,1855,2390,0.78,1292,2513,3805,2470,690,537,1427,1969,9714
