TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAS,82,19830,2737,6656,0.41,338,1029,0.33,2399,5627,0.43,1448,1956,0.74,1017,2236,3253,1556,730,378,1045,1845,7260
NYK,82,19830,2624,6130,0.43,331,1045,0.32,2293,5085,0.45,1728,2304,0.75,854,2341,3195,1585,653,313,1234,1705,7307
CHI,82,19855,2797,6483,0.43,329,1022,0.32,2468,5461,0.45,1425,1956,0.73,1016,2239,3255,1595,657,356,1268,1774,7348
CLE,82,19830,2689,6214,0.43,341,992,0.34,2348,5222,0.45,1642,2175,0.76,948,2229,3177,1790,707,455,1444,1904,7361
IND,82,19830,2788,6451,0.43,274,867,0.32,2514,5584,0.45,1525,2096,0.73,1114,2254,3368,1591,644,366,1237,1847,7375
MIA,82,19755,2723,6355,0.43,305,921,0.33,2418,5434,0.44,1632,2195,0.74,1058,2232,3290,1630,637,370,1214,1851,7383
ORL,82,19830,2930,6460,0.45,313,967,0.32,2617,5493,0.48,1302,1769,0.74,1089,2268,3357,1740,747,388,1259,1866,7475
ALT,82,19880,2961,6698,0.44,348,1017,0.34,2613,5681,0.46,1302,1772,0.74,1081,2152,3233,1753,617,372,1118,1892,7572
DET,82,19955,2840,6377,0.44,363,1100,0.33,2477,5277,0.47,1549,2077,0.75,991,2334,3325,1753,648,382,1263,1874,7592
POR,82,19830,2810,6520,0.43,373,1087,0.34,2437,5433,0.45,1626,2253,0.72,1011,2201,3212,1764,770,445,1160,1823,7619
SEA,82,19755,2896,6491,0.45,417,1287,0.32,2479,5204,0.48,1449,2001,0.72,1141,2314,3455,1825,640,403,1394,1824,7658
PHO,82,19955,2923,6618,0.44,394,1091,0.36,2529,5527,0.46,1501,2051,0.73,1051,2343,3394,1803,720,323,1363,1769,7741
UTA,82,19780,2806,6390,0.44,401,1122,0.36,2405,5268,0.46,1730,2284,0.76,984,2012,2996,1690,645,423,1157,2133,7743
CHO,82,19780,2977,6417,0.46,369,1063,0.35,2608,5354,0.49,1436,1964,0.73,965,2259,3224,1806,582,372,1240,1902,7759
PHI,82,19755,2906,6440,0.45,384,1115,0.34,2522,5325,0.47,1651,2262,0.73,1115,2341,3456,1927,766,508,1318,1904,7847
MIL,82,19930,2911,6319,0.46,304,929,0.33,2607,5390,0.48,1779,2393,0.74,1001,2260,3261,1746,765,398,1348,1808,7905
WAS,82,19805,2975,6540,0.46,348,977,0.36,2627,5563,0.47,1623,2172,0.75,1029,2468,3497,1725,632,372,1328,1924,7921
GSW,82,19830,2992,6742,0.44,334,962,0.35,2658,5780,0.46,1667,2286,0.73,1134,2535,3669,2011,757,478,1154,1638,7985
DAL,82,19905,3138,6819,0.46,386,1130,0.34,2752,5689,0.48,1333,1868,0.71,1223,2644,3867,1882,658,374,1240,1608,7995
LAL,82,19830,2984,6800,0.44,380,1071,0.36,2604,5729,0.46,1669,2281,0.73,1123,2339,3462,1841,660,423,1281,2151,8017
NJN,82,19880,3016,6406,0.47,356,1030,0.35,2660,5376,0.5,1653,2211,0.75,1079,2316,3395,1771,616,515,1482,2023,8041
BOS,82,19730,2864,5981,0.48,299,940,0.32,2565,5041,0.51,2052,2756,0.74,1015,2446,3461,1826,696,406,1688,1719,8079
SAC,82,19730,3095,6776,0.46,345,968,0.36,2750,5808,0.47,1560,2102,0.74,1157,2533,3690,1824,694,466,1256,1775,8095
HOU,82,19830,3173,6769,0.47,409,1120,0.36,2764,5649,0.49,1406,1891,0.74,1041,2326,3367,1914,732,365,1170,1747,8161
MIN,82,19930,3076,6860,0.45,432,1206,0.36,2644,5654,0.47,1648,2220,0.74,1116,2411,3527,1909,609,412,1228,1863,8232
DEN,82,19730,3015,6370,0.47,419,1105,0.38,2596,5265,0.49,1817,2410,0.75,1095,2401,3496,1983,662,535,1243,1782,8266
LAC,82,19780,3236,6832,0.47,334,923,0.36,2902,5909,0.49,1663,2267,0.73,1169,2469,3638,1826,726,412,1158,1747,8469
VAN,82,19830,3230,6797,0.48,428,1111,0.38,2802,5686,0.49,1634,2233,0.73,1146,2356,3502,2101,836,538,1163,1832,8522
TOR,82,19930,3271,6826,0.48,396,1034,0.38,2875,5792,0.5,1603,2289,0.7,1270,2506,3776,2219,737,514,1370,1748,8541
