TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
DET,82,19730,2727,6239,0.44,409,1233,0.33,2318,5006,0.46,1523,2047,0.74,865,2344,3209,1563,477,319,1108,1618,7386
BOS,82,19755,2657,6341,0.42,485,1535,0.32,2172,4806,0.45,1605,2160,0.74,899,2290,3189,1539,594,389,1308,1818,7404
SAS,82,19730,2857,6431,0.44,420,1227,0.34,2437,5204,0.47,1293,1710,0.76,776,2527,3303,1490,566,361,1058,1625,7427
HOU,82,19730,2852,6594,0.43,433,1186,0.36,2419,5408,0.45,1410,1912,0.74,894,2441,3335,1548,622,379,1094,1615,7547
NOH,82,19805,3038,6604,0.46,544,1552,0.35,2494,5052,0.49,1217,1579,0.77,815,2533,3348,1779,470,331,1136,1573,7837
DAL,82,19730,2903,6551,0.44,408,1168,0.35,2495,5383,0.46,1648,2168,0.76,882,2419,3301,1547,536,357,999,1739,7862
PHI,82,19755,3000,6504,0.46,557,1549,0.36,2443,4955,0.49,1332,1726,0.77,923,2293,3216,1903,550,420,1289,1708,7889
POR,82,19905,2983,6616,0.45,533,1499,0.36,2450,5117,0.48,1401,1828,0.77,957,2465,3422,1714,488,301,1026,1656,7900
CLE,82,19855,2939,6462,0.46,506,1419,0.36,2433,5043,0.48,1548,2070,0.75,814,2500,3314,1721,559,388,1092,1666,7932
TOR,82,19830,3007,6569,0.46,619,1683,0.37,2388,4886,0.49,1344,1732,0.78,830,2583,3413,1797,470,333,1149,1508,7977
ORL,82,19780,3057,6855,0.45,516,1441,0.36,2541,5414,0.47,1489,1975,0.75,900,2519,3419,1764,581,344,1081,1898,8119
WAS,82,19905,3015,6537,0.46,683,1768,0.39,2332,4769,0.49,1418,1880,0.75,900,2478,3378,1958,529,360,1149,1656,8131
UTA,82,19705,2896,6286,0.46,506,1419,0.36,2390,4867,0.49,1848,2468,0.75,844,2256,3100,1629,619,420,1305,1891,8146
MIA,82,19830,3029,6477,0.47,552,1497,0.37,2477,4980,0.5,1590,2105,0.76,916,2617,3533,1817,631,341,1166,1650,8200
ALT,82,19855,3115,6733,0.46,512,1413,0.36,2603,5320,0.49,1461,1943,0.75,968,2386,3354,1825,615,421,1123,1793,8203
CHI,82,19805,2982,6583,0.45,571,1522,0.38,2411,5061,0.48,1699,2217,0.77,914,2582,3496,1794,648,465,1254,1746,8234
NJN,82,19830,2982,6543,0.46,534,1448,0.37,2448,5095,0.48,1774,2311,0.77,896,2517,3413,1810,662,362,1098,1836,8272
LAC,82,19805,3114,6670,0.47,486,1393,0.35,2628,5277,0.5,1574,2096,0.75,916,2657,3573,1834,590,388,1112,1773,8288
LAL,82,19780,3127,7022,0.44,554,1531,0.36,2573,5491,0.47,1501,1995,0.75,988,2521,3509,1793,634,368,1168,1850,8309
CHA,82,19880,3115,6684,0.47,517,1456,0.36,2598,5228,0.5,1571,2102,0.75,999,2588,3587,1785,625,476,1177,1721,8318
MIN,82,19730,3056,6481,0.47,541,1516,0.36,2515,4965,0.51,1742,2266,0.77,871,2545,3416,1899,610,467,1103,1434,8395
NYK,82,19880,3184,6711,0.47,587,1592,0.37,2597,5119,0.51,1535,2078,0.74,924,2573,3497,1773,621,429,1046,1665,8490
MIL,82,19855,3147,6562,0.48,588,1530,0.38,2559,5032,0.51,1639,2141,0.77,872,2464,3336,1913,647,404,1125,1727,8521
SAC,82,19830,3137,6732,0.47,597,1600,0.37,2540,5132,0.5,1722,2287,0.75,970,2465,3435,1878,661,452,1250,1892,8593
PHO,82,19780,3368,7384,0.46,469,1329,0.35,2899,6055,0.48,1407,1879,0.75,1101,2498,3599,1607,601,311,1101,1731,8612
IND,82,19755,3093,6817,0.45,606,1571,0.39,2487,5246,0.47,1850,2443,0.76,929,2800,3729,1820,663,416,1297,1782,8642
SEA,82,19830,3288,7136,0.46,607,1576,0.38,2681,5560,0.48,1534,2048,0.75,961,2655,3616,1997,706,440,1082,1610,8717
MEM,82,19805,3394,7076,0.48,591,1625,0.36,2803,5451,0.51,1387,1791,0.77,932,2721,3653,1963,711,403,1096,1842,8766
DEN,82,19855,3334,7303,0.46,621,1710,0.36,2713,5593,0.48,1481,2028,0.73,1042,2680,3722,2107,644,393,1343,1950,8770
GSW,82,19780,3273,6998,0.47,572,1556,0.37,2701,5442,0.5,1806,2378,0.76,1053,2803,3856,1939,567,413,1384,1736,8924
