TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
CHI,82,19930,2867,6660,0.43,538,1532,0.35,2329,5128,0.45,1256,1668,0.75,876,2508,3384,1604,621,490,1178,1714,7528
IND,82,19780,2850,6785,0.42,538,1561,0.34,2312,5224,0.44,1334,1768,0.76,855,2521,3376,1525,593,378,1120,1793,7572
MEM,82,19805,2924,6500,0.45,615,1731,0.36,2309,4769,0.48,1292,1686,0.77,809,2403,3212,1632,591,410,1162,1553,7755
CHA,82,19905,3022,6838,0.44,665,1800,0.37,2357,5038,0.47,1251,1649,0.76,785,2766,3551,1718,514,415,1090,1716,7960
MIA,82,19880,2961,6475,0.46,694,1917,0.36,2267,4558,0.5,1374,1832,0.75,886,2420,3306,1751,667,256,1369,1675,7990
SAS,82,19755,3096,6976,0.44,529,1500,0.35,2567,5476,0.47,1285,1691,0.76,862,2600,3462,1669,628,379,1137,1585,8006
TOR,82,19955,2957,6573,0.45,568,1578,0.36,2389,4995,0.48,1557,2071,0.75,854,2505,3359,1719,596,352,1224,1815,8039
NYK,82,19855,2934,6401,0.46,713,1921,0.37,2221,4480,0.5,1568,2050,0.76,843,2600,3443,1618,513,277,1193,1611,8149
WAS,82,20055,3038,6632,0.46,612,1763,0.35,2426,4869,0.5,1462,1912,0.76,827,2633,3460,1824,631,320,1314,1600,8150
GSW,82,19830,3019,6920,0.44,569,1656,0.34,2450,5264,0.46,1548,2023,0.76,878,2671,3549,1683,649,342,1232,1584,8155
BRK,82,19880,2980,6511,0.46,662,1802,0.37,2318,4709,0.49,1539,2026,0.76,921,2594,3515,1723,608,337,1296,1704,8161
OKC,82,19805,2984,6842,0.44,705,1968,0.36,2279,4874,0.47,1512,2080,0.73,900,2456,3356,1785,669,296,1248,1672,8185
BOS,82,19730,3101,6675,0.46,539,1553,0.35,2562,5122,0.5,1517,1993,0.76,871,2596,3467,1813,609,373,1168,1564,8258
LAC,82,19755,3068,6958,0.44,595,1791,0.33,2473,5167,0.48,1547,2049,0.76,1011,2575,3586,1908,570,284,1261,1919,8278
ALT,82,19830,3163,6843,0.46,654,1793,0.36,2509,5050,0.5,1341,1793,0.75,882,2688,3570,1901,672,354,1247,1643,8321
CLE,82,19930,3097,6847,0.45,765,2083,0.37,2332,4764,0.49,1365,1803,0.76,841,2648,3489,2037,587,461,1144,1599,8324
ORL,82,19955,3126,6861,0.46,659,1778,0.37,2467,5083,0.48,1449,1881,0.77,859,2746,3605,1848,581,445,1146,1500,8360
UTA,82,19780,3138,6639,0.47,599,1591,0.38,2539,5048,0.5,1504,1945,0.77,846,2640,3486,1788,617,401,1034,1673,8379
NOP,82,19855,3055,6567,0.46,652,1827,0.36,2403,4740,0.51,1637,2176,0.75,881,2538,3419,1845,577,504,1185,1664,8399
DAL,82,19830,3096,6673,0.46,678,1888,0.36,2418,4785,0.5,1530,2019,0.76,943,2569,3512,1808,635,288,1312,1633,8400
PHO,82,19755,3118,6840,0.46,556,1632,0.34,2562,5208,0.49,1621,2115,0.77,926,2586,3512,1664,613,332,1258,1749,8413
POR,82,19855,3248,7203,0.45,534,1504,0.36,2714,5699,0.48,1396,1822,0.77,944,2622,3566,1675,639,304,985,1698,8426
HOU,82,19830,3197,7218,0.44,666,1889,0.35,2531,5329,0.48,1395,1844,0.76,977,2439,3416,1821,704,460,1149,1993,8455
SAC,82,19830,3103,6734,0.46,696,1833,0.38,2407,4901,0.49,1577,2139,0.74,813,2568,3381,1927,637,459,1116,1897,8479
MIL,82,19880,3146,6722,0.47,697,1826,0.38,2449,4896,0.5,1511,2011,0.75,961,2608,3569,1870,640,413,1158,1690,8500
MIN,82,19855,3321,7048,0.47,663,1820,0.36,2658,5228,0.51,1244,1645,0.76,908,2717,3625,1875,644,457,1346,1936,8549
DET,82,19780,3208,6820,0.47,683,1872,0.36,2525,4948,0.51,1487,1967,0.76,913,2612,3525,2001,670,403,1230,1699,8586
DEN,82,19755,3238,7086,0.46,605,1724,0.35,2633,5362,0.49,1654,2168,0.76,930,2665,3595,1843,694,459,1178,1778,8735
LAL,82,19705,3440,7350,0.47,666,1843,0.36,2774,5507,0.5,1412,1942,0.73,1068,2950,4018,2112,790,387,1164,1580,8958
PHI,82,19855,3284,6975,0.47,739,1998,0.37,2545,4977,0.51,1705,2261,0.75,976,2871,3847,2144,736,558,1391,1686,9012
