OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2007,27,SAS,82,19780,2860,6463,0.44,368,1101,0.33,2492,5362,0.46,1300,1756,0.74,829,2379,3208,1416,580,337,1176,1739,7388
2007,9,DET,82,19880,2819,6337,0.44,409,1205,0.34,2410,5132,0.47,1484,2006,0.74,973,2403,3376,1647,521,290,1205,1668,7531
2007,11,HOU,82,19855,2793,6503,0.43,472,1346,0.35,2321,5157,0.45,1497,2000,0.75,800,2548,3348,1588,571,353,1163,1631,7555
2007,7,DAL,82,19755,2790,6241,0.45,375,1074,0.35,2415,5167,0.47,1654,2216,0.75,839,2286,3125,1471,565,312,1190,1811,7609
2007,6,CLE,82,19880,2838,6337,0.45,405,1231,0.33,2433,5106,0.48,1539,2096,0.73,807,2461,3268,1649,540,349,1254,1804,7620
2007,5,CHI,82,19780,2793,6416,0.44,484,1387,0.35,2309,5029,0.46,1619,2219,0.73,897,2456,3353,1675,614,433,1429,1900,7689
2007,22,ORL,82,19780,2739,6191,0.44,461,1306,0.35,2278,4885,0.47,1768,2327,0.76,865,2217,3082,1609,678,376,1232,1921,7707
2007,16,MIA,82,19855,2895,6517,0.44,531,1495,0.36,2364,5022,0.47,1513,2039,0.74,921,2467,3388,1656,562,314,1185,1790,7834
2007,13,LAC,82,19730,2912,6436,0.45,455,1341,0.34,2457,5095,0.48,1602,2142,0.75,843,2377,3220,1722,582,321,1132,1829,7881
2007,19,NOK,82,19880,3004,6579,0.46,559,1575,0.36,2445,5004,0.49,1395,1839,0.76,853,2493,3346,1703,554,392,1119,1733,7962
2007,23,PHI,82,19880,3039,6570,0.46,503,1424,0.35,2536,5146,0.49,1452,1926,0.75,969,2404,3373,1825,606,320,1280,1801,8033
2007,12,IND,82,19780,2931,6416,0.46,437,1175,0.37,2494,5241,0.48,1741,2311,0.75,915,2499,3414,1642,644,410,1289,1942,8040
2007,3,NJN,82,19880,2911,6476,0.45,519,1455,0.36,2392,5021,0.48,1723,2261,0.76,867,2526,3393,1805,584,369,1188,1886,8064
2007,25,POR,82,19955,2962,6292,0.47,467,1293,0.36,2495,4999,0.5,1678,2157,0.78,850,2347,3197,1703,539,380,1127,1750,8069
2007,1,ALT,82,19880,2953,6335,0.47,465,1236,0.38,2488,5099,0.49,1699,2315,0.73,948,2370,3318,1732,597,421,1247,1853,8070
2007,28,TOR,82,19755,3051,6593,0.46,533,1491,0.36,2518,5102,0.49,1441,1911,0.75,848,2641,3489,1742,489,317,1241,1786,8076
2007,29,UTA,82,19805,2819,6191,0.46,506,1424,0.36,2313,4767,0.48,1943,2534,0.77,813,2223,3036,1552,623,438,1230,2010,8087
2007,2,BOS,82,19855,2966,6337,0.47,429,1212,0.35,2537,5125,0.5,1776,2376,0.75,848,2476,3324,1811,604,449,1250,1757,8137
2007,18,MIN,82,20005,3075,6689,0.46,518,1488,0.35,2557,5201,0.49,1510,1987,0.76,957,2438,3395,1782,583,360,1163,1679,8178
2007,20,NYK,82,20005,3021,6566,0.46,573,1523,0.38,2448,5043,0.48,1613,2135,0.76,885,2297,3182,1748,616,406,1122,1875,8228
2007,4,CHA,82,20005,2999,6450,0.46,452,1245,0.36,2547,5205,0.49,1802,2404,0.75,929,2562,3491,1717,603,437,1296,1786,8252
2007,21,SEA,82,19830,3126,6568,0.48,519,1437,0.36,2607,5131,0.51,1596,2124,0.75,954,2408,3362,1870,590,341,1233,1635,8367
2007,24,PHO,82,19905,3238,7087,0.46,504,1387,0.36,2734,5700,0.48,1458,1901,0.77,1008,2504,3512,1548,566,304,1242,1759,8438
2007,26,SAC,82,19805,3147,6671,0.47,557,1524,0.36,2590,5147,0.5,1600,2115,0.76,907,2648,3555,1840,572,405,1335,1990,8451
2007,14,LAL,82,20030,3097,6719,0.46,523,1462,0.36,2574,5257,0.49,1763,2320,0.76,955,2508,3463,1798,649,409,1208,1916,8480
2007,8,DEN,82,19780,3257,7088,0.46,554,1569,0.35,2703,5519,0.49,1438,1945,0.74,1006,2461,3467,2010,680,424,1343,1946,8506
2007,17,MIL,82,19855,3201,6673,0.48,565,1537,0.37,2636,5136,0.51,1564,2109,0.74,1062,2468,3530,2077,615,433,1284,1718,8531
2007,30,WAS,82,19830,3166,6700,0.47,598,1585,0.38,2568,5115,0.5,1668,2146,0.78,973,2551,3524,1942,519,380,1291,1927,8598
2007,15,MEM,82,19980,3287,6761,0.49,576,1480,0.39,2711,5281,0.51,1603,2113,0.76,965,2483,3448,2062,681,450,1253,1992,8753
2007,10,GSW,82,19755,3171,6871,0.46,609,1664,0.37,2562,5207,0.49,1814,2419,0.75,1074,2733,3807,2023,680,399,1525,1832,8765
