TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
NYK,82,19805,3192,6672,0.48,68,274,0.25,3124,6398,0.49,2102,2744,0.77,1166,2587,3753,2007,701,444,1629,2018,8554
SEA,82,19930,3301,6774,0.49,57,224,0.25,3244,6550,0.5,1913,2491,0.77,1027,2308,3335,2038,654,406,1467,2008,8572
BOS,82,19855,3444,7476,0.46,82,304,0.27,3362,7172,0.47,1617,2162,0.75,1089,2317,3406,1924,725,341,1258,1966,8587
WAB,82,19855,3435,7360,0.47,71,259,0.27,3364,7101,0.47,1649,2181,0.76,1249,2591,3840,2014,712,454,1373,1907,8590
MIL,82,19805,3286,7043,0.47,97,329,0.3,3189,6714,0.48,1980,2674,0.74,1169,2325,3494,1952,633,397,1631,2139,8649
ALT,82,19805,3360,7074,0.48,87,283,0.31,3273,6791,0.48,1905,2508,0.76,1202,2329,3531,1945,697,371,1494,2129,8712
IND,82,19755,3372,7123,0.47,73,275,0.26,3299,6848,0.48,1975,2571,0.77,1050,2479,3529,2057,745,445,1315,1909,8792
PHI,82,19905,3615,7328,0.49,82,282,0.29,3533,7046,0.5,1546,2041,0.76,1189,2228,3417,2255,802,469,1520,2187,8858
UTA,82,19780,3470,7339,0.47,65,251,0.26,3405,7088,0.48,1896,2483,0.76,1208,2510,3718,1977,752,464,1531,2221,8901
LAL,82,19830,3577,7450,0.48,51,247,0.21,3526,7203,0.49,1778,2369,0.75,1104,2226,3330,2235,792,359,1330,1992,8983
CLE,82,19780,3435,7239,0.48,86,297,0.29,3349,6942,0.48,2115,2758,0.77,1131,2494,3625,2122,711,364,1331,1945,9071
NJN,82,19805,3504,7124,0.49,96,316,0.3,3408,6808,0.5,2008,2622,0.77,1036,2369,3405,2019,783,390,1523,2002,9112
HOU,82,19755,3638,7402,0.49,87,268,0.32,3551,7134,0.5,1802,2406,0.75,1190,2389,3579,2196,683,386,1464,1977,9165
SAC,82,19780,3566,7225,0.49,73,281,0.26,3493,6944,0.5,1971,2609,0.76,1142,2339,3481,2118,751,478,1409,2083,9176
DET,82,19780,3620,7365,0.49,71,258,0.28,3549,7107,0.5,1956,2589,0.76,1180,2538,3718,2083,662,500,1490,1977,9267
PHO,82,19805,3569,7307,0.49,89,279,0.32,3480,7028,0.5,2041,2692,0.76,1137,2265,3402,2149,841,466,1515,2216,9268
SAS,82,19805,3629,7365,0.49,98,322,0.3,3531,7043,0.5,1916,2491,0.77,1157,2304,3461,2269,800,453,1519,2108,9272
CHI,82,19855,3601,7138,0.5,70,233,0.3,3531,6905,0.51,2002,2627,0.76,1104,2362,3466,2170,664,491,1298,2002,9274
DEN,82,19755,3638,7404,0.49,60,262,0.23,3578,7142,0.5,1967,2693,0.73,1295,2732,4027,2106,639,484,1741,2117,9303
POR,82,19855,3637,7249,0.5,83,248,0.34,3554,7001,0.51,1992,2638,0.76,1179,2362,3541,2254,760,426,1645,2262,9349
DAL,82,19805,3864,7689,0.5,90,311,0.29,3774,7378,0.51,1545,2049,0.75,1219,2469,3688,2381,617,423,1279,2196,9363
LAC,82,19755,3849,7588,0.51,73,261,0.28,3776,7327,0.52,1704,2280,0.75,1268,2458,3726,2469,760,457,1396,2113,9475
GSW,82,19780,3863,7432,0.52,65,229,0.28,3798,7203,0.53,1791,2401,0.75,1170,2519,3689,2325,692,442,1487,2069,9582
