Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2333,Mark Pope,"September 11, 1972",13.0,3.0,44.0,3.65,6.45,0.57,0.0,0.85,0,3.65,5.65,0.65,0.45,0.45,1.0,2.8,4.05,6.85,1.25,1.25,0.0,0.45,5.8,7.75
