Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2009,16,511,MIA,Miami Heat,22.0,NBA,PG,82.0,82.0,2626.0,5.7,13.5,0.42,2.3,6.3,0.37,3.3,7.1,0.47,3.0,3.9,0.77,0.8,3.9,4.6,8.2,3.3,0.2,3.4,4.9,16.6,,107.0,107.0
2010,16,511,MIA,Miami Heat,23.0,NBA,PG,73.0,22.0,1807.0,5.4,13.5,0.4,2.2,7.0,0.32,3.2,6.5,0.49,2.4,3.3,0.74,0.7,3.3,4.0,7.3,2.7,0.4,3.6,5.2,15.4,,100.0,105.0
2011,16,511,MIA,Miami Heat,24.0,NBA,PG,70.0,28.0,1579.0,5.2,13.0,0.4,2.8,7.7,0.36,2.4,5.3,0.46,1.8,2.1,0.87,0.4,4.5,4.9,5.9,2.5,0.2,3.0,5.3,14.9,,103.0,104.0
2012,16,511,MIA,Miami Heat,25.0,NBA,PG,64.0,64.0,1825.0,6.4,14.4,0.45,2.9,7.5,0.39,3.5,6.9,0.51,2.3,2.9,0.79,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,,104.0,101.0
2013,16,511,MIA,Miami Heat,26.0,NBA,PG,77.0,77.0,2068.0,5.8,13.5,0.43,3.1,7.7,0.41,2.7,5.8,0.46,2.3,2.9,0.8,0.5,3.9,4.4,7.0,3.0,0.3,3.0,5.0,17.1,,110.0,104.0
2014,16,511,MIA,Miami Heat,27.0,NBA,PG,73.0,73.0,2178.0,6.1,13.5,0.45,2.1,5.5,0.38,4.0,8.1,0.5,2.9,3.9,0.74,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,,108.0,106.0
2015,16,511,MIA,Miami Heat,28.0,NBA,PG,80.0,37.0,2368.0,6.0,14.8,0.4,1.6,5.5,0.29,4.3,9.3,0.47,4.6,5.9,0.77,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,,100.0,107.0
2016,31,511,TOT,Total After Trade,29.0,NBA,PG,61.0,7.0,1373.0,6.8,16.6,0.41,1.7,5.6,0.31,5.1,11.1,0.46,8.2,9.8,0.83,0.9,5.0,5.9,8.6,3.3,0.5,4.1,6.8,23.5,,110.0,106.0
2016,16,511,MIA,Miami Heat,29.0,NBA,PG,6.0,0.0,120.0,4.3,13.7,0.31,0.4,4.7,0.09,3.8,9.0,0.43,5.1,5.6,0.92,0.4,5.6,6.0,8.1,3.4,0.4,3.8,6.8,14.1,,91.0,102.0
2016,15,511,MEM,Memphis Grizzlies,29.0,NBA,PG,55.0,7.0,1253.0,7.1,16.9,0.42,1.8,5.7,0.33,5.2,11.3,0.46,8.5,10.2,0.83,0.9,4.9,5.9,8.7,3.3,0.5,4.1,6.8,24.4,,111.0,106.0
2018,15,511,MEM,Memphis Grizzlies,31.0,NBA,PG,66.0,10.0,1421.0,6.0,15.8,0.38,1.9,6.8,0.28,4.1,9.0,0.46,4.2,4.9,0.86,0.5,5.1,5.6,7.0,2.8,0.5,4.2,6.4,18.0,,96.0,110.0
