Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,17,MIL,Milwaukee Bucks,Marques Johnson,26.0,80,80.0,2853,723,1420,0.51,4,20,0.2,719,1400,0.51,0.51,264,359,0.74,196,366,562,363,100,56,196,211,1714
1983,17,MIL,Milwaukee Bucks,Sidney Moncrief,25.0,76,76.0,2710,606,1156,0.52,1,10,0.1,605,1146,0.53,0.52,499,604,0.83,192,245,437,300,113,23,197,180,1712
1983,17,MIL,Milwaukee Bucks,Alton Lister,24.0,80,37.0,1885,272,514,0.53,0,0,,272,514,0.53,0.53,130,242,0.54,168,400,568,111,50,177,186,328,674
1983,17,MIL,Milwaukee Bucks,Junior Bridgeman,29.0,70,5.0,1855,421,856,0.49,1,13,0.08,420,843,0.5,0.49,164,196,0.84,44,202,246,207,40,9,122,155,1007
1983,17,MIL,Milwaukee Bucks,Harvey Catchings,31.0,74,33.0,1554,90,197,0.46,0,0,,90,197,0.46,0.46,62,92,0.67,132,276,408,77,26,148,83,224,242
1983,17,MIL,Milwaukee Bucks,Paul Pressey,24.0,79,18.0,1528,213,466,0.46,1,9,0.11,212,457,0.46,0.46,105,176,0.6,83,198,281,207,99,47,162,174,532
1983,17,MIL,Milwaukee Bucks,Phil Ford,26.0,70,56.0,1447,193,410,0.47,1,8,0.12,192,402,0.48,0.47,90,113,0.8,18,78,96,252,46,3,113,168,477
1983,17,MIL,Milwaukee Bucks,Brian Winters,30.0,57,12.0,1361,255,587,0.43,22,68,0.32,233,519,0.45,0.45,73,85,0.86,35,75,110,156,45,4,81,132,605
1983,17,MIL,Milwaukee Bucks,Dave Cowens,34.0,40,34.0,1014,136,306,0.44,0,2,0.0,136,304,0.45,0.44,52,63,0.82,73,201,274,82,30,15,44,137,324
1983,17,MIL,Milwaukee Bucks,Bob Lanier,34.0,39,35.0,978,163,332,0.49,0,1,0.0,163,331,0.49,0.49,91,133,0.68,58,142,200,105,34,24,82,125,417
1983,17,MIL,Milwaukee Bucks,Charlie Criss,34.0,66,0.0,922,169,375,0.45,6,31,0.19,163,344,0.47,0.46,68,76,0.9,14,65,79,127,27,0,44,44,412
1983,17,MIL,Milwaukee Bucks,Steve Mix,35.0,57,20.0,792,133,273,0.49,1,4,0.25,132,269,0.49,0.49,74,87,0.85,37,99,136,68,33,3,45,70,341
1983,17,MIL,Milwaukee Bucks,Paul Mokeski,26.0,50,1.0,589,64,139,0.46,0,1,0.0,64,138,0.46,0.46,34,42,0.81,29,93,122,23,9,21,40,138,162
1983,17,MIL,Milwaukee Bucks,Armond Hill,29.0,14,3.0,169,14,26,0.54,0,0,,14,26,0.54,0.54,18,22,0.82,5,15,20,27,9,0,13,20,46
1983,17,MIL,Milwaukee Bucks,Mickey Johnson,30.0,6,0.0,153,30,66,0.46,0,2,0.0,30,64,0.47,0.46,7,9,0.78,9,16,25,11,1,2,12,22,67
1983,17,MIL,Milwaukee Bucks,Sam Pellom,31.0,4,0.0,20,4,10,0.4,0,0,,4,10,0.4,0.4,0,0,,2,6,8,0,0,0,2,3,8
1983,17,MIL,Milwaukee Bucks,Team Totals,,82,,19830,3486,7133,0.49,37,169,0.22,3449,6964,0.5,0.49,1731,2299,0.75,1095,2477,3572,2116,662,532,1447,2131,8740
