Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,11,1712,HOU,Houston Rockets,Allen Leavell,25.0,79,76.0,2602,439,1059,0.42,42,175,0.24,397,884,0.45,0.43,247,297,0.83,64,131,195,530,165,14,198,215,1167
1983,11,1528,HOU,Houston Rockets,Caldwell Jones,32.0,82,82.0,2440,307,677,0.45,0,2,0.0,307,675,0.46,0.45,162,206,0.79,222,446,668,138,46,131,171,278,776
1983,11,1232,HOU,Houston Rockets,Elvin Hayes,37.0,81,43.0,2302,424,890,0.48,2,4,0.5,422,886,0.48,0.48,196,287,0.68,199,417,616,158,50,81,200,232,1046
1983,11,3006,HOU,Houston Rockets,Wally Walker,28.0,82,59.0,2251,362,806,0.45,1,4,0.25,361,802,0.45,0.45,72,116,0.62,137,236,373,199,37,22,144,202,797
1983,11,407,HOU,Houston Rockets,Joe Bryant,28.0,81,56.0,2055,344,768,0.45,8,36,0.22,336,732,0.46,0.45,116,165,0.7,88,189,277,186,82,30,177,258,812
1983,11,141,HOU,Houston Rockets,James Bailey,25.0,69,39.0,1715,376,756,0.5,0,1,0.0,376,755,0.5,0.5,224,320,0.7,168,300,468,65,42,59,190,256,976
1983,11,2822,HOU,Houston Rockets,Terry Teagle,22.0,73,44.0,1708,332,776,0.43,10,29,0.34,322,747,0.43,0.43,87,125,0.7,74,120,194,150,53,18,137,171,761
1983,11,2081,HOU,Houston Rockets,Calvin Murphy,34.0,64,0.0,1423,337,754,0.45,4,14,0.29,333,740,0.45,0.45,138,150,0.92,34,40,74,158,59,4,89,163,816
1983,11,1551,HOU,Houston Rockets,Major Jones,29.0,60,4.0,878,142,311,0.46,0,2,0.0,142,309,0.46,0.46,56,102,0.55,114,149,263,39,22,22,83,104,340
1983,11,1256,HOU,Houston Rockets,Tom Henderson,31.0,51,2.0,789,107,263,0.41,0,2,0.0,107,261,0.41,0.41,45,57,0.79,18,51,69,138,37,2,50,57,259
1983,11,2813,HOU,Houston Rockets,Jeff Taylor,23.0,44,5.0,774,64,160,0.4,0,1,0.0,64,159,0.4,0.4,30,46,0.65,25,53,78,110,40,15,60,82,158
1983,11,2262,HOU,Houston Rockets,Billy Paultz,34.0,57,0.0,695,89,200,0.44,0,0,,89,200,0.44,0.44,26,57,0.46,54,113,167,57,12,12,41,95,204
1983,11,2131,HOU,Houston Rockets,Chuck Nevitt,23.0,6,0.0,64,11,15,0.73,0,0,,11,15,0.73,0.73,1,4,0.25,6,11,17,0,1,12,7,14,23
1983,11,1000,HOU,Houston Rockets,Calvin Garrett,26.0,4,0.0,34,4,11,0.36,0,1,0.0,4,10,0.4,0.36,2,2,1.0,3,4,7,3,0,0,3,4,10
