SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,24,PHO,Kevin Johnson,27,10,10,427,97,212,0.46,3,10,0.3,94,202,0.46,0.46,69,81,0.85,10,25,35,96,10,1,34,23,266
1994,24,PHO,Charles Barkley,30,10,10,425,110,216,0.51,14,40,0.35,96,176,0.55,0.54,42,55,0.76,34,96,130,48,25,9,27,26,276
1994,24,PHO,Dan Majerle,28,10,10,410,46,127,0.36,20,59,0.34,26,68,0.38,0.44,11,16,0.69,15,28,43,24,11,4,10,23,123
1994,24,PHO,A.C. Green,30,10,2,350,40,83,0.48,7,17,0.41,33,66,0.5,0.52,38,62,0.61,29,55,84,13,10,2,7,22,125
1994,24,PHO,Danny Ainge,34,10,0,230,27,59,0.46,17,40,0.42,10,19,0.53,0.6,15,21,0.71,7,16,23,21,6,1,5,26,86
1994,24,PHO,Cedric Ceballos,24,10,8,212,43,93,0.46,0,2,0.0,43,91,0.47,0.46,15,18,0.83,16,28,44,8,8,2,11,9,101
1994,24,PHO,Oliver Miller,23,10,4,146,16,27,0.59,0,0,,16,27,0.59,0.59,3,7,0.43,14,30,44,13,6,12,13,22,35
1994,24,PHO,Joe Kleine,32,8,0,81,12,28,0.43,0,0,,12,28,0.43,0.43,4,6,0.67,5,12,17,3,1,4,2,15,28
1994,24,PHO,Mark West,33,7,6,69,5,15,0.33,0,0,,5,15,0.33,0.33,7,10,0.7,11,9,20,0,0,7,4,19,17
1994,24,PHO,Frank Johnson,35,7,0,46,1,12,0.08,0,2,0.0,1,10,0.1,0.08,1,2,0.5,2,2,4,5,2,0,3,6,3
1994,24,PHO,Skeeter Henry,26,3,0,16,1,6,0.17,0,2,0.0,1,4,0.25,0.17,0,0,,1,2,3,3,0,0,1,1,2
1994,24,PHO,Elliot Perry,24,4,0,13,1,7,0.14,0,0,,1,7,0.14,0.14,0,0,,0,0,0,1,1,0,1,2,2
