SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,5,CHI,Horace Grant,28,10,10,393,65,120,0.54,1,1,1.0,64,119,0.54,0.55,31,42,0.74,30,44,74,26,10,18,10,23,162
1994,5,CHI,Scottie Pippen,28,10,10,384,85,196,0.43,12,45,0.27,73,151,0.48,0.46,46,52,0.88,17,66,83,46,24,7,37,33,228
1994,5,CHI,B.J. Armstrong,26,10,10,360,55,106,0.52,7,12,0.58,48,94,0.51,0.55,36,44,0.82,2,22,24,25,8,0,9,21,153
1994,5,CHI,Pete Myers,30,10,10,235,29,56,0.52,0,4,0.0,29,52,0.56,0.52,12,21,0.57,10,9,19,28,8,4,17,21,70
1994,5,CHI,Toni KukoA,25,10,0,194,30,67,0.45,8,19,0.42,22,48,0.46,0.51,25,34,0.74,11,29,40,36,5,3,17,15,93
1994,5,CHI,Bill Cartwright,36,9,8,189,14,43,0.33,0,0,,14,43,0.33,0.33,13,16,0.81,19,25,44,11,3,2,6,26,41
1994,5,CHI,Steve Kerr,28,10,0,186,13,36,0.36,6,16,0.38,7,20,0.35,0.44,3,3,1.0,2,12,14,10,7,0,1,13,35
1994,5,CHI,Luc Longley,25,10,2,170,25,50,0.5,0,0,,25,50,0.5,0.5,13,18,0.72,13,32,45,18,6,8,21,38,63
1994,5,CHI,Scott Williams,25,10,0,151,24,57,0.42,0,0,,24,57,0.42,0.42,15,21,0.71,15,24,39,7,7,3,9,23,63
1994,5,CHI,Jo Jo English,23,7,0,58,5,12,0.42,1,4,0.25,4,8,0.5,0.46,3,6,0.5,1,2,3,2,1,1,1,4,14
1994,5,CHI,John Paxson,33,9,0,58,3,7,0.43,0,1,0.0,3,6,0.5,0.43,0,0,,0,1,1,5,2,0,0,6,6
1994,5,CHI,Bill Wennington,30,7,0,47,3,6,0.5,0,0,,3,6,0.5,0.5,2,3,0.67,4,3,7,4,0,1,1,14,8
