Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2008,17,2598,MIL,Milwaukee Bucks,Ramon Sessions,"April 11, 1986",21.0,NBA,PG,17.0,7.0,450.0,6.0,13.7,0.44,0.4,0.8,0.43,5.6,12.8,0.44,3.7,4.8,0.78,0.9,5.8,6.8,14.8,2.0,0.4,4.2,3.0,16.0,,109.0,113.0
2009,17,2598,MIL,Milwaukee Bucks,Ramon Sessions,"April 11, 1986",22.0,NBA,PG,79.0,39.0,2173.0,8.2,18.5,0.44,0.1,0.8,0.18,8.1,17.7,0.46,6.7,8.4,0.79,1.5,4.9,6.4,10.8,2.0,0.2,3.6,3.8,23.3,,111.0,109.0
2010,18,2598,MIN,Minnesota Timberwolves,Ramon Sessions,"April 11, 1986",23.0,NBA,PG,82.0,1.0,1732.0,7.3,16.0,0.46,0.0,0.4,0.07,7.3,15.6,0.47,4.8,6.7,0.72,1.7,4.5,6.2,7.4,1.6,0.1,4.0,4.0,19.4,,101.0,113.0
2011,6,2598,CLE,Cleveland Cavaliers,Ramon Sessions,"April 11, 1986",24.0,NBA,PG,81.0,38.0,2133.0,8.8,18.8,0.47,0.1,0.4,0.2,8.7,18.4,0.47,8.4,10.2,0.82,1.1,5.1,6.2,10.1,1.5,0.2,4.3,2.2,26.0,,110.0,114.0
2012,31,2598,TOT,Total After Trade,Ramon Sessions,"April 11, 1986",25.0,NBA,PG,64.0,23.0,1707.0,7.5,17.5,0.43,1.3,3.0,0.44,6.1,14.5,0.42,6.0,7.7,0.78,1.0,5.6,6.6,10.9,1.4,0.1,4.4,3.1,22.3,,108.0,109.0
2012,6,2598,CLE,Cleveland Cavaliers,Ramon Sessions,"April 11, 1986",25.0,NBA,PG,41.0,4.0,1006.0,7.4,18.5,0.4,1.4,3.2,0.42,6.0,15.3,0.39,6.4,7.7,0.83,1.0,5.6,6.6,11.1,1.4,0.1,4.3,3.3,22.5,,107.0,111.0
2012,14,2598,LAL,Los Angeles Lakers,Ramon Sessions,"April 11, 1986",25.0,NBA,PG,23.0,19.0,701.0,7.6,16.0,0.48,1.3,2.6,0.49,6.4,13.3,0.48,5.4,7.6,0.71,1.1,5.5,6.6,10.7,1.3,0.2,4.5,2.8,22.0,,111.0,107.0
2013,4,2598,CHA,Charlotte Bobcats,Ramon Sessions,"April 11, 1986",26.0,NBA,SG,61.0,0.0,1652.0,8.8,21.5,0.41,1.0,3.4,0.31,7.7,18.1,0.43,9.2,11.0,0.84,0.9,4.5,5.4,7.3,1.5,0.2,3.3,2.9,27.8,,109.0,114.0
2014,31,2598,TOT,Total After Trade,Ramon Sessions,"April 11, 1986",27.0,NBA,PG,83.0,19.0,2214.0,7.8,18.1,0.43,0.8,2.9,0.28,6.9,15.2,0.46,7.7,9.5,0.81,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,,108.0,111.0
2014,4,2598,CHA,Charlotte Bobcats,Ramon Sessions,"April 11, 1986",27.0,NBA,PG,55.0,7.0,1305.0,7.6,18.5,0.41,0.6,2.7,0.22,7.0,15.8,0.44,7.3,9.3,0.78,0.9,3.8,4.7,8.2,1.3,0.2,3.7,2.0,23.0,,102.0,107.0
2014,17,2598,MIL,Milwaukee Bucks,Ramon Sessions,"April 11, 1986",27.0,NBA,PG,28.0,12.0,909.0,8.1,17.5,0.46,1.2,3.2,0.36,6.9,14.3,0.48,8.2,9.8,0.84,0.9,4.0,4.9,7.7,0.9,0.2,3.2,2.3,25.5,,118.0,116.0
2015,31,2598,TOT,Total After Trade,Ramon Sessions,"April 11, 1986",28.0,NBA,PG,64.0,10.0,1188.0,5.3,14.3,0.37,0.8,2.6,0.32,4.5,11.7,0.39,5.7,7.4,0.77,1.0,5.2,6.2,7.8,1.2,0.0,3.7,3.1,17.2,,100.0,109.0
2015,26,2598,SAC,Sacramento Kings,Ramon Sessions,"April 11, 1986",28.0,NBA,PG,36.0,7.0,642.0,4.9,14.3,0.34,0.5,2.2,0.21,4.5,12.2,0.37,5.0,6.9,0.73,1.0,4.4,5.4,7.5,1.0,0.0,4.0,3.5,15.4,,91.0,113.0
2015,30,2598,WAS,Washington Wizards,Ramon Sessions,"April 11, 1986",28.0,NBA,PG,28.0,3.0,546.0,5.8,14.2,0.41,1.2,3.0,0.41,4.6,11.2,0.41,6.5,8.0,0.81,0.9,6.1,7.0,8.1,1.5,0.0,3.3,2.6,19.3,,110.0,105.0
2016,30,2598,WAS,Washington Wizards,Ramon Sessions,"April 11, 1986",29.0,NBA,PG,82.0,5.0,1667.0,8.2,17.3,0.47,1.1,3.2,0.32,7.1,14.1,0.51,6.3,8.3,0.76,0.7,5.2,5.9,7.0,1.3,0.1,3.4,3.0,23.7,,109.0,109.0
2017,4,2598,CHO,Charlotte Hornets,Ramon Sessions,"April 11, 1986",30.0,NBA,PG,50.0,1.0,811.0,6.2,16.3,0.38,1.3,3.8,0.34,4.9,12.4,0.39,5.6,7.3,0.77,0.7,3.8,4.5,8.0,1.7,0.2,2.8,2.7,19.3,,103.0,111.0
2018,31,2598,TOT,Total After Trade,Ramon Sessions,"April 11, 1986",31.0,NBA,PG,28.0,3.0,392.0,5.3,14.8,0.36,1.0,3.3,0.31,4.3,11.5,0.37,5.6,7.2,0.77,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,,101.0,112.0
2018,20,2598,NYK,New York Knicks,Ramon Sessions,"April 11, 1986",31.0,NBA,PG,13.0,3.0,167.0,5.0,15.7,0.32,0.6,3.3,0.18,4.5,12.5,0.36,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,,83.0,111.0
2018,30,2598,WAS,Washington Wizards,Ramon Sessions,"April 11, 1986",31.0,NBA,PG,15.0,0.0,225.0,5.5,14.1,0.39,1.3,3.3,0.4,4.2,10.8,0.39,7.1,9.3,0.76,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,,114.0,112.0
