Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1990,29,142,UTA,Utah Jazz,41,Thurl Bailey,SF,6-11,215,"April 7, 1961",US,6,NC State
1990,29,390,UTA,Utah Jazz,40,Mike Brown,C,6-9,257,"July 19, 1963",US,3,George Washington
1990,29,395,UTA,Utah Jazz,24,Raymond Brown,PF,6-8,220,"July 5, 1965",US,R,"Mississippi State, Idaho"
1990,29,816,UTA,Utah Jazz,53,Mark Eaton,C,7-4,275,"January 24, 1957",US,7,UCLA
1990,29,827,UTA,Utah Jazz,30,Blue Edwards,SF,6-4,200,"October 31, 1965",US,R,East Carolina University
1990,29,1129,UTA,Utah Jazz,35,Darrell Griffith,SG,6-4,190,"June 16, 1958",US,8,Louisville
1990,29,1175,UTA,Utah Jazz,20,Bob Hansen,SG,6-6,190,"January 18, 1961",US,6,Iowa
1990,29,1486,UTA,Utah Jazz,15,Eric Johnson,PG,6-2,205,"February 7, 1966",US,R,"Baylor, Nebraska"
1990,29,1520,UTA,Utah Jazz,14,Nate Johnston,SF,6-8,210,"December 18, 1966",US,R,University of Tampa
1990,29,1715,UTA,Utah Jazz,45,Eric Leckner,C,6-11,265,"May 27, 1966",US,1,Wyoming
1990,29,1736,UTA,Utah Jazz,25,Jim Les,PG,5-11,165,"August 18, 1963",US,1,"Cleveland State University, Bradley"
1990,29,1823,UTA,Utah Jazz,32,Karl Malone,PF,6-9,250,"July 24, 1963",US,4,Louisiana Tech
1990,29,2215,UTA,Utah Jazz,44,Jose Ortiz,PF,6-10,225,"October 25, 1963",PR,1,Oregon State
1990,29,2527,UTA,Utah Jazz,11,Delaney Rudd,PG,6-2,180,"November 8, 1962",US,R,Wake Forest
1990,29,2763,UTA,Utah Jazz,12,John Stockton,PG,6-1,170,"March 26, 1962",US,5,Gonzaga
