PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jarrett Jack,23.0,79,79.0,2651,320,705,0.45399999999999996,63,180,0.35,257,525,0.49,0.499,243,279,0.871,18,190,208,417,86,9,187,202,946
Zach Randolph,25.0,68,67.0,2425,600,1286,0.467,14,48,0.292,586,1238,0.473,0.47200000000000003,394,481,0.8190000000000001,199,489,688,147,53,15,215,184,1608
Ime Udoka,29.0,75,75.0,2144,237,514,0.461,89,219,0.406,148,295,0.502,0.5479999999999999,66,89,0.742,95,184,279,112,71,17,73,207,629
Brandon Roy,22.0,57,55.0,2015,349,765,0.456,55,146,0.377,294,619,0.475,0.49200000000000005,202,241,0.838,58,192,250,230,67,10,116,139,955
Martell Webster,20.0,82,27.0,1759,195,492,0.396,91,250,0.364,104,242,0.43,0.489,93,132,0.705,43,197,240,52,35,19,76,126,574
Jamaal Magloire,28.0,81,23.0,1703,199,395,0.504,0,0,,199,395,0.504,0.504,131,242,0.541,151,341,492,30,21,66,129,226,529
Travis Outlaw,22.0,67,1.0,1532,246,567,0.434,10,37,0.27,236,530,0.445,0.44299999999999995,143,181,0.79,65,152,217,52,61,74,66,150,645
LaMarcus Aldridge,21.0,63,22.0,1392,241,479,0.503,0,2,0.0,241,477,0.505,0.503,83,115,0.722,144,168,312,24,22,73,43,186,565
Juan Dixon,28.0,55,1.0,1243,189,444,0.426,52,143,0.364,137,301,0.455,0.484,60,72,0.833,16,69,85,82,49,7,77,112,490
Sergio Rodríguez,20.0,67,1.0,862,101,239,0.423,24,85,0.282,77,154,0.5,0.473,21,26,0.8079999999999999,20,71,91,218,35,2,77,72,247
Joel Przybilla,27.0,43,43.0,701,37,78,0.474,0,0,,37,78,0.474,0.474,10,27,0.37,59,109,168,12,10,67,40,124,84
Fred Jones,27.0,24,3.0,449,43,112,0.384,7,27,0.259,36,85,0.424,0.415,22,26,0.846,7,26,33,53,18,4,17,41,115
Dan Dickau,28.0,50,3.0,444,54,151,0.358,16,61,0.262,38,90,0.42200000000000004,0.41100000000000003,42,53,0.792,7,36,43,70,14,1,27,55,166
Raef LaFrentz,30.0,27,9.0,352,39,102,0.382,2,23,0.087,37,79,0.46799999999999997,0.392,20,26,0.769,25,45,70,8,7,11,13,57,100
Stephen Graham,24.0,14,1.0,165,17,40,0.425,3,11,0.273,14,29,0.483,0.46299999999999997,8,9,0.889,6,15,21,5,4,1,13,25,45
Luke Schenscher,24.0,11,0.0,118,7,23,0.304,0,0,,7,23,0.304,0.304,5,7,0.7140000000000001,10,15,25,1,2,4,4,25,19
Jeremy Richardson,22.0,1,0.0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,,82,,19955,2874,6392,0.45,426,1232,0.34600000000000003,2448,5160,0.474,0.483,1543,2006,0.769,923,2299,3222,1513,555,380,1236,1931,7717
