PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Desmond Mason,29.0,75,75.0,2575,407,900,0.452,0,0,,407,900,0.452,0.452,214,323,0.6629999999999999,124,221,345,115,52,22,192,174,1028
Tyson Chandler,24.0,73,73.0,2525,292,468,0.624,0,1,0.0,292,467,0.625,0.624,106,201,0.527,320,584,904,66,37,129,126,244,690
Chris Paul,21.0,64,64.0,2353,381,871,0.43700000000000006,50,143,0.35,331,728,0.455,0.466,292,357,0.818,54,226,280,569,118,3,161,154,1104
Rasual Butler,27.0,81,38.0,2223,314,788,0.39799999999999996,134,363,0.369,180,425,0.424,0.484,56,87,0.644,42,214,256,63,40,54,67,148,818
David West,26.0,52,52.0,1900,377,792,0.47600000000000003,8,25,0.32,369,767,0.48100000000000004,0.48100000000000004,187,227,0.8240000000000001,126,298,424,114,42,38,98,143,949
Jannero Pargo,27.0,82,7.0,1710,283,692,0.409,81,209,0.38799999999999996,202,483,0.418,0.467,104,122,0.852,20,160,180,203,53,4,122,121,751
Devin Brown,28.0,58,49.0,1662,233,555,0.42,81,227,0.35700000000000004,152,328,0.46299999999999997,0.493,123,155,0.794,55,196,251,149,44,9,91,139,670
Bobby Jackson,33.0,56,2.0,1330,204,518,0.39399999999999996,54,165,0.327,150,353,0.425,0.446,130,168,0.774,42,136,178,141,50,6,78,98,592
Marc Jackson,32.0,56,25.0,1025,159,388,0.41,0,1,0.0,159,387,0.41100000000000003,0.41,90,103,0.8740000000000001,62,130,192,58,21,7,65,89,408
Linton Johnson,26.0,54,0.0,720,93,190,0.489,10,30,0.33299999999999996,83,160,0.519,0.516,30,37,0.8109999999999999,52,111,163,18,33,18,27,101,226
Hilton Armstrong,22.0,56,5.0,634,68,125,0.544,0,0,,68,125,0.544,0.544,40,67,0.597,58,91,149,10,12,26,35,79,176
Cedric Simmons,21.0,43,4.0,534,55,132,0.41700000000000004,0,0,,55,132,0.41700000000000004,0.41700000000000004,16,33,0.485,44,63,107,12,8,23,22,75,126
Peja Stojaković,29.0,13,13.0,425,83,196,0.423,34,84,0.405,49,112,0.43799999999999994,0.51,31,38,0.816,11,43,54,11,8,4,19,29,231
Brandon Bass,21.0,21,3.0,162,15,44,0.341,0,1,0.0,15,43,0.349,0.341,12,16,0.75,13,30,43,3,2,3,10,16,42
Marcus Vinicius,22.0,13,0.0,103,7,15,0.467,3,7,0.429,4,8,0.5,0.5670000000000001,5,7,0.7140000000000001,2,9,11,5,2,1,6,10,22
Team Totals,,82,,19880,2971,6674,0.445,455,1256,0.36200000000000004,2516,5418,0.46399999999999997,0.479,1436,1941,0.74,1025,2512,3537,1537,522,347,1187,1620,7833
