Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,23.0,NBA,PF,62.0,15.0,1195.0,198.0,375.0,0.53,2.0,6.0,0.33,196.0,369.0,0.53,0.53,101.0,128.0,0.79,79.0,153.0,232.0,80.0,29.0,78.0,108.0,219.0,499.0
1986,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,24.0,NBA,PF,17.0,0.0,258.0,49.0,93.0,0.53,0.0,0.0,,49.0,93.0,0.53,0.53,18.0,27.0,0.67,16.0,36.0,52.0,14.0,7.0,15.0,14.0,51.0,116.0
1987,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,25.0,NBA,PF,65.0,2.0,695.0,134.0,265.0,0.51,1.0,3.0,0.33,133.0,262.0,0.51,0.51,73.0,103.0,0.71,60.0,96.0,156.0,34.0,14.0,48.0,40.0,146.0,342.0
1988,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,26.0,NBA,PF,80.0,2.0,1483.0,281.0,517.0,0.54,1.0,4.0,0.25,280.0,513.0,0.55,0.54,142.0,182.0,0.78,94.0,195.0,289.0,103.0,38.0,83.0,116.0,272.0,705.0
1989,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,27.0,NBA,PF,78.0,12.0,1488.0,226.0,471.0,0.48,0.0,1.0,0.0,226.0,470.0,0.48,0.48,130.0,152.0,0.86,106.0,168.0,274.0,91.0,31.0,62.0,82.0,221.0,582.0
1990,31,474,TOT,Total After Trade,Antoine Carr,1961-07-23,28.0,NBA,PF,77.0,4.0,1727.0,356.0,721.0,0.49,0.0,7.0,0.0,356.0,714.0,0.5,0.49,237.0,298.0,0.8,115.0,207.0,322.0,119.0,30.0,68.0,125.0,247.0,949.0
1990,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,28.0,NBA,PF,44.0,0.0,803.0,128.0,248.0,0.52,0.0,4.0,0.0,128.0,244.0,0.52,0.52,79.0,102.0,0.78,50.0,99.0,149.0,53.0,15.0,34.0,54.0,128.0,335.0
1990,26,474,SAC,Sacramento Kings,Antoine Carr,1961-07-23,28.0,NBA,PF,33.0,4.0,924.0,228.0,473.0,0.48,0.0,3.0,0.0,228.0,470.0,0.48,0.48,158.0,196.0,0.81,65.0,108.0,173.0,66.0,15.0,34.0,71.0,119.0,614.0
1991,26,474,SAC,Sacramento Kings,Antoine Carr,1961-07-23,29.0,NBA,PF,77.0,48.0,2527.0,628.0,1228.0,0.51,0.0,3.0,0.0,628.0,1225.0,0.51,0.51,295.0,389.0,0.76,163.0,257.0,420.0,191.0,45.0,101.0,171.0,315.0,1551.0
1992,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,30.0,NBA,PF,81.0,27.0,1867.0,359.0,732.0,0.49,1.0,5.0,0.2,358.0,727.0,0.49,0.49,162.0,212.0,0.76,128.0,218.0,346.0,63.0,32.0,96.0,114.0,264.0,881.0
1993,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,31.0,NBA,PF,71.0,46.0,1947.0,379.0,705.0,0.54,0.0,5.0,0.0,379.0,700.0,0.54,0.54,174.0,224.0,0.78,107.0,281.0,388.0,97.0,35.0,87.0,96.0,264.0,932.0
1994,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,32.0,NBA,PF,34.0,0.0,465.0,78.0,160.0,0.49,0.0,1.0,0.0,78.0,159.0,0.49,0.49,42.0,58.0,0.72,12.0,39.0,51.0,15.0,9.0,22.0,15.0,75.0,198.0
1995,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,33.0,NBA,C,78.0,4.0,1677.0,290.0,546.0,0.53,1.0,4.0,0.25,289.0,542.0,0.53,0.53,165.0,201.0,0.82,81.0,184.0,265.0,67.0,24.0,68.0,87.0,253.0,746.0
1996,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,34.0,NBA,SF,80.0,0.0,1532.0,233.0,510.0,0.46,0.0,3.0,0.0,233.0,507.0,0.46,0.46,114.0,144.0,0.79,71.0,129.0,200.0,74.0,28.0,65.0,78.0,254.0,580.0
1997,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,35.0,NBA,PF,82.0,0.0,1460.0,252.0,522.0,0.48,0.0,3.0,0.0,252.0,519.0,0.49,0.48,99.0,127.0,0.78,60.0,135.0,195.0,74.0,24.0,63.0,75.0,214.0,603.0
1998,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,36.0,NBA,PF,66.0,8.0,1086.0,151.0,325.0,0.46,0.0,0.0,,151.0,325.0,0.46,0.46,76.0,98.0,0.78,42.0,89.0,131.0,48.0,11.0,53.0,48.0,195.0,378.0
1999,11,474,HOU,Houston Rockets,Antoine Carr,1961-07-23,37.0,NBA,PF,18.0,0.0,152.0,21.0,52.0,0.4,0.0,1.0,0.0,21.0,51.0,0.41,0.4,5.0,7.0,0.71,9.0,22.0,31.0,9.0,1.0,10.0,9.0,31.0,47.0
2000,15,474,VAN,Vancouver Grizzlies,Antoine Carr,1961-07-23,38.0,NBA,SF,21.0,0.0,221.0,28.0,64.0,0.44,0.0,0.0,,28.0,64.0,0.44,0.44,11.0,14.0,0.79,8.0,24.0,32.0,7.0,3.0,6.0,9.0,42.0,67.0
