Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,4,1607,CHA,Charlotte Bobcats,19.0,NBA,SF,78.0,2025.0,14.0,0.51,0.02,0.3,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,1.1,1.0,2.1,0.05,-1.6,-0.9,-2.6,-0.3
2014,4,1607,CHA,Charlotte Bobcats,20.0,NBA,SF,62.0,1502.0,12.0,0.52,0.02,0.52,8.2,16.2,12.2,5.4,1.5,2.1,12.1,15.2,0.9,2.2,3.1,0.1,-2.9,0.8,-2.1,0.0
2015,4,1607,CHO,Charlotte Hornets,21.0,NBA,SF,55.0,1587.0,15.1,0.52,0.0,0.44,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,1.6,2.2,3.8,0.11,-1.1,0.6,-0.5,0.6
2016,4,1607,CHO,Charlotte Hornets,22.0,NBA,SF,7.0,205.0,16.9,0.6,0.12,0.48,6.3,17.8,12.0,7.3,0.7,1.2,9.8,18.0,0.4,0.2,0.6,0.15,0.2,-0.2,0.0,0.1
2017,4,1607,CHO,Charlotte Hornets,23.0,NBA,SF,81.0,2349.0,14.3,0.53,0.02,0.31,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.12,-1.6,0.9,-0.7,0.7
2018,4,1607,CHO,Charlotte Hornets,24.0,NBA,SF,74.0,1850.0,12.5,0.54,0.0,0.3,4.8,13.0,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,0.08,-2.1,0.0,-2.1,-0.1
2019,4,1607,CHO,Charlotte Hornets,25.0,NBA,PF,64.0,1179.0,13.3,0.55,0.14,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,0.1,-2.3,-0.1,-2.4,-0.1
2020,31,1607,TOT,Total After Trade,26.0,NBA,PF,25.0,281.0,4.2,0.42,0.3,0.21,5.3,20.4,12.8,7.1,0.3,1.9,18.1,13.7,-0.4,0.2,-0.2,-0.03,-6.3,-1.1,-7.4,-0.4
2020,4,1607,CHO,Charlotte Hornets,26.0,NBA,PF,12.0,160.0,6.1,0.42,0.32,0.17,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.03,-5.3,-1.6,-6.9,-0.2
2020,7,1607,DAL,Dallas Mavericks,26.0,NBA,PF,13.0,121.0,1.7,0.4,0.23,0.38,4.4,23.1,13.9,4.0,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.03,-7.6,-0.4,-8.0,-0.2
