Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2138,Johnny Newman,"November 28, 1963",1240.0,530.0,23.8,3.81,8.21,0.46,0.47,1.42,0.33,3.34,6.78,0.49,0.49,2.68,3.32,0.81,0.84,1.36,2.18,1.4,0.89,0.22,1.38,2.67,10.77
