Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,21.0,GSW,NBA,SG,30.0,1.0,204.0,18.0,53.0,0.34,4.0,15.0,0.267,14.0,38.0,0.368,0.377,0.0,1.0,0.0,6.0,19.0,25.0,23.0,5.0,3.0,11.0,28.0,40.0
2020,22.0,TOT,NBA,SG,29.0,1.0,418.0,45.0,134.0,0.336,13.0,39.0,0.333,32.0,95.0,0.337,0.384,25.0,29.0,0.862,9.0,32.0,41.0,31.0,11.0,12.0,25.0,41.0,128.0
2020,22.0,GSW,NBA,SG,27.0,1.0,414.0,45.0,133.0,0.338,13.0,38.0,0.342,32.0,95.0,0.337,0.387,25.0,29.0,0.862,9.0,32.0,41.0,31.0,11.0,12.0,25.0,41.0,128.0
2020,22.0,MIN,NBA,SG,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
