Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,8.0,2408,DEN,Denver Nuggets,27.0,NBA,SG,3.0,13.0,15.3,0.39,0.17,0.67,0.0,18.0,9.2,11.0,12.1,0.0,20.5,33.9,-0.1,0.0,0.0,-0.05,-6.9,6.0,-0.9,0.0
1996,11.0,2408,HOU,Houston Rockets,28.0,NBA,SG,63.0,1275.0,12.3,0.56,0.53,0.18,2.8,9.8,6.4,20.2,0.9,0.3,13.6,15.8,1.9,0.8,2.6,0.1,0.2,-0.9,-0.7,0.4
1997,1.0,2408,ATL,Atlanta Hawks,29.0,NBA,SG,71.0,1207.0,11.5,0.54,0.4,0.17,3.5,7.7,5.7,13.3,1.7,0.3,14.8,17.2,1.2,1.3,2.5,0.1,-0.9,0.2,-0.7,0.4
1998,1.0,2408,ATL,Atlanta Hawks,30.0,NBA,SG,59.0,1454.0,13.0,0.56,0.33,0.18,2.7,8.6,5.7,13.8,1.5,0.0,15.8,18.4,1.9,1.0,2.9,0.1,0.5,-1.0,-0.4,0.6
1999,,2408,CHH,None,31.0,NBA,PG,44.0,708.0,11.1,0.55,0.33,0.21,3.5,9.1,6.4,22.5,1.3,0.1,22.4,17.4,0.4,0.4,0.8,0.05,-1.3,-1.5,-2.8,-0.1
2001,,2408,CHH,None,33.0,NBA,PG,43.0,403.0,6.2,0.42,0.34,0.16,3.7,10.4,7.1,15.9,0.8,0.2,18.1,17.0,-0.4,0.4,0.0,-0.0,-3.8,-1.1,-4.9,-0.3
2002,31.0,2408,TOT,Total After Trade,34.0,NBA,"PG,SG",6.0,33.0,5.3,0.39,0.17,0.17,0.0,0.0,0.0,22.1,1.6,0.0,13.4,10.2,0.0,0.0,0.0,0.01,-5.3,-0.3,-5.6,0.0
2002,,2408,CHH,None,34.0,NBA,SG,1.0,2.0,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-16.0,-0.4,-16.4,0.0
2002,13.0,2408,LAC,Los Angeles Clippers,34.0,NBA,PG,5.0,31.0,6.2,0.39,0.17,0.17,0.0,0.0,0.0,23.5,1.7,0.0,13.4,10.8,0.0,0.0,0.0,0.01,-4.6,-0.3,-4.9,0.0
